Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
151,Long Beach State,30,14,16,.467,2.53,5.49,8,6,11,3,3,13,1988,2026,65.8,99.9,.350,.371,.519,48.3,47.9,10.4,7.1,.487,17.7,31.5,.236
152,Long Island University,30,12,18,.400,-8.78,-5.01,8,10,5,8,7,10,2022,2135,68.1,96.5,.398,.348,.493,49.5,51.1,8.2,6.7,.449,16.8,31.3,.274
153,Longwood,32,10,22,.313,-13.19,-5.42,5,13,8,8,2,14,2185,2360,67.8,99.2,.302,.396,.533,45.8,48.8,11.4,9.1,.501,18.6,27.7,.218
154,Louisiana-Lafayette,29,17,12,.586,0.00,-3.89,11,7,12,4,5,8,2265,2041,72.3,107.1,.386,.308,.552,54.1,52.2,9.5,9.8,.519,17.4,35.2,.267
155,Louisiana-Monroe,29,19,10,.655,-3.11,-3.67,13,5,11,3,8,7,1895,1756,63.7,100.9,.269,.294,.511,51.4,54.5,8.2,10.9,.481,15.4,31.6,.190
156,Louisiana State,30,21,9,.700,12.04,5.67,10,7,14,5,7,4,2207,2016,69.8,103.2,.326,.283,.536,51.5,58.2,10.4,14.7,.505,17.7,33.7,.228
157,Louisiana Tech,30,23,7,.767,6.32,-1.86,14,3,15,0,8,7,2196,1937,68.0,107.2,.360,.359,.541,46.8,54.0,12.2,16.1,.510,14.3,29.1,.248
158,Louisville,30,23,7,.767,18.89,8.29,11,6,15,4,8,3,2096,1778,66.5,104.6,.396,.327,.514,52.1,47.8,12.4,14.7,.480,15.0,35.2,.261
159,Loyola (IL),30,18,12,.600,1.58,0.93,8,10,10,6,8,6,1855,1814,59.9,102.8,.333,.320,.555,48.4,57.3,10.7,7.0,.529,18.5,28.4,.226
160,Loyola Marymount,30,8,22,.267,-2.45,6.21,4,14,5,11,3,11,1874,2103,62.9,98.5,.356,.279,.510,49.9,57.4,9.7,9.0,.470,18.3,33.8,.253
161,Loyola (MD),30,11,19,.367,-10.26,-2.89,7,11,7,6,4,13,1764,1985,62.3,92.2,.376,.287,.470,50.9,47.8,8.7,8.1,.428,17.3,32.1,.253
162,Maine,30,3,27,.100,-17.40,-3.00,2,14,2,10,1,17,1812,2244,66.3,90.4,.276,.381,.501,44.9,60.7,8.9,3.2,.466,19.4,23.3,.201
163,Manhattan,29,16,13,.552,-1.61,-2.74,13,7,9,4,7,9,2018,1985,67.9,100.8,.478,.366,.539,47.7,60.8,11.7,8.4,.498,18.7,30.8,.328
164,Marist,30,6,24,.200,-10.45,-2.65,5,15,3,9,3,15,1819,2053,66.1,91.8,.369,.447,.507,43.3,52.4,10.2,9.5,.465,18.7,21.2,.261
165,Marquette,29,11,18,.379,7.16,9.19,3,14,9,9,2,9,1898,1957,64.9,100.1,.354,.348,.524,46.0,63.9,11.9,10.1,.497,16.7,28.5,.231
166,Marshall,29,11,18,.379,-5.64,-0.35,7,9,10,8,1,10,1969,2076,71.0,95.2,.357,.439,.505,48.9,56.8,9.4,9.0,.474,18.6,29.1,.232
167,Maryland-Baltimore County,30,4,26,.133,-15.81,-4.78,2,14,2,11,2,15,1682,2013,64.4,86.7,.374,.325,.496,46.5,57.2,10.2,9.3,.463,21.8,23.3,.241
168,Maryland-Eastern Shore,30,17,13,.567,-6.18,-6.54,10,5,6,3,11,10,2005,1994,64.5,103.1,.484,.341,.551,51.5,60.2,11.8,4.2,.518,20.2,34.7,.318
169,Maryland,30,25,5,.833,14.24,7.54,13,4,18,1,7,4,2096,1895,65.0,106.6,.441,.385,.560,51.2,47.9,7.7,13.4,.511,16.2,28.6,.332
170,Massachusetts-Lowell,29,12,17,.414,-10.78,-3.89,6,10,6,5,6,12,1780,1928,64.5,93.9,.343,.420,.517,45.1,53.0,10.6,3.3,.487,18.3,21.9,.228
171,Massachusetts,30,17,13,.567,4.60,4.80,10,7,10,6,7,7,2086,2092,68.5,100.6,.432,.272,.522,51.4,57.2,9.9,10.6,.476,17.9,33.4,.306
172,McNeese State,28,13,15,.464,-8.93,-3.84,7,10,10,5,3,10,1933,1986,66.2,103.8,.323,.331,.507,48.5,52.0,11.2,11.8,.480,14.2,33.5,.210
173,Memphis,29,17,12,.586,8.06,2.82,9,7,13,7,4,5,1961,1809,65.8,101.9,.333,.276,.516,53.5,58.0,11.0,16.5,.486,17.5,37.6,.223
174,Mercer,31,17,14,.548,-1.95,-3.47,12,6,12,4,5,10,2055,1942,60.4,107.1,.407,.323,.535,51.4,56.9,9.9,7.3,.499,15.1,34.2,.278
175,Miami (FL),30,19,11,.633,12.36,7.36,9,8,10,7,9,4,2053,1903,62.6,107.5,.344,.411,.546,49.7,57.3,9.0,10.2,.509,14.3,28.9,.252
176,Miami (OH),30,13,17,.433,-2.20,1.07,8,9,10,9,3,8,1997,2069,65.6,100.3,.399,.328,.539,48.1,50.4,11.7,6.0,.499,17.5,25.8,.283
177,Michigan State,30,20,10,.667,17.33,7.86,11,6,13,4,7,6,2163,1879,63.3,110.7,.322,.346,.557,55.2,64.3,8.3,12.5,.541,15.6,34.6,.203
178,Michigan,29,14,15,.483,9.16,9.81,7,10,12,7,2,8,1859,1853,60.7,102.9,.288,.408,.525,47.4,51.5,8.9,5.4,.489,14.0,26.2,.217
179,Middle Tennessee,29,15,14,.517,0.08,-0.46,8,8,12,3,3,11,1863,1831,62.7,99.5,.384,.357,.522,52.8,52.9,9.0,8.9,.482,18.4,31.9,.271
180,Milwaukee,30,14,16,.467,-4.54,0.46,9,7,10,5,4,11,1963,2077,65.4,100.1,.377,.399,.532,49.4,58.9,8.0,8.8,.489,17.3,26.9,.277
181,Minnesota,29,17,12,.586,13.06,6.85,6,10,13,4,4,8,2157,1931,68.4,107.9,.337,.333,.550,48.2,59.0,14.5,8.7,.527,15.5,30.7,.224
182,Mississippi State,29,11,18,.379,3.02,5.47,5,12,8,10,3,8,1798,1869,64.1,96.7,.469,.286,.521,52.1,40.9,9.8,7.7,.475,20.3,33.4,.323
183,Mississippi Valley State,30,6,24,.200,-23.28,-7.08,5,12,4,7,2,17,1889,2375,70.6,88.0,.332,.274,.459,44.4,45.7,10.7,2.5,.421,18.3,30.3,.219
184,Mississippi,30,20,10,.667,12.45,6.62,11,6,10,6,10,4,2189,2014,66.5,108.9,.371,.329,.535,51.9,52.2,9.9,9.3,.486,14.3,34.9,.288
185,Missouri-Kansas City,30,13,17,.433,-7.39,-4.10,8,5,9,5,4,12,1980,2019,65.5,98.7,.410,.364,.512,46.9,53.1,12.3,9.8,.472,17.9,32.1,.281
186,Missouri State,30,11,19,.367,-4.54,2.03,5,13,8,7,3,12,1802,1934,61.2,96.6,.320,.318,.498,50.4,52.4,8.4,9.3,.456,16.8,31.4,.234
187,Missouri,30,9,21,.300,1.95,10.02,3,14,8,10,1,11,1838,2058,63.6,95.5,.329,.353,.499,47.7,50.6,8.8,8.4,.466,17.5,29.3,.220
188,Monmouth,31,17,14,.548,-1.69,-2.85,13,7,8,7,9,7,1997,1961,63.9,99.6,.418,.289,.524,48.8,51.0,10.8,10.7,.476,17.5,30.0,.303
189,Montana State,29,7,22,.241,-12.63,-3.45,4,13,5,8,2,14,1863,2082,66.7,96.3,.285,.413,.507,49.3,52.9,6.7,9.6,.474,18.1,29.2,.205
190,Montana,28,17,11,.607,-1.47,-3.89,13,4,11,3,6,8,2011,1883,63.5,108.8,.322,.415,.574,50.0,58.0,10.5,8.4,.547,16.4,27.9,.229
191,Morehead State,32,16,16,.500,-0.99,-3.55,10,6,9,6,7,10,2267,2110,66.9,105.0,.351,.330,.534,53.8,58.4,12.2,8.7,.497,17.4,36.2,.251
192,Morgan State,29,7,22,.241,-15.48,-6.24,5,10,5,5,2,17,1751,2019,64.9,92.6,.323,.312,.432,48.2,47.0,8.9,7.2,.398,13.1,35.1,.201
193,Mount St. Mary's,30,15,15,.500,-5.83,-4.10,11,7,9,4,6,11,1893,1945,63.1,97.9,.304,.420,.503,48.3,51.7,10.5,11.7,.472,16.4,30.6,.207
194,Murray State,30,26,4,.867,6.51,-3.95,16,0,14,3,12,1,2364,2002,67.4,115.9,.417,.335,.578,52.9,56.8,11.2,8.9,.548,14.8,35.8,.289
195,Navy,31,13,18,.419,-7.33,-3.27,8,10,8,9,5,9,1890,1987,61.6,99.1,.310,.318,.519,49.6,59.8,9.7,9.8,.491,17.4,29.5,.209
196,Nebraska-Omaha,29,12,17,.414,-7.06,-5.02,5,11,7,6,5,11,2226,2256,73.4,103.7,.427,.313,.537,50.1,45.6,11.0,7.8,.497,16.0,30.6,.298
197,Nebraska,29,13,16,.448,6.20,7.79,5,12,11,5,2,10,1779,1825,63.5,94.9,.349,.361,.512,48.0,47.7,9.4,9.2,.472,17.6,25.2,.249
198,Nevada-Las Vegas,30,16,14,.533,5.73,4.55,7,10,13,6,3,8,2048,1954,65.5,102.9,.328,.357,.535,49.2,56.8,8.0,19.2,.508,15.7,27.2,.220
199,Nevada,29,9,20,.310,-4.95,1.02,5,12,7,10,2,10,1785,1927,63.9,95.9,.423,.253,.471,53.8,47.5,8.8,10.2,.419,17.5,40.1,.294
200,New Hampshire,30,19,11,.633,-3.13,-6.17,11,5,12,3,7,8,2013,1829,64.6,101.8,.378,.358,.534,53.8,49.6,8.0,6.2,.502,16.9,28.6,.257
201,New Mexico State,30,20,10,.667,4.56,-3.58,12,1,14,2,6,8,2062,1787,63.3,107.7,.439,.259,.548,55.2,49.7,10.0,9.3,.511,18.2,40.0,.303
202,New Mexico,29,14,15,.483,3.48,1.44,6,11,9,6,5,9,1808,1749,62.1,99.6,.383,.296,.515,53.6,57.4,9.2,12.4,.481,17.3,33.1,.255
203,New Orleans,25,9,16,.360,-11.89,-5.30,5,11,7,4,2,12,1759,1832,69.4,100.4,.492,.220,.521,51.4,39.4,10.7,8.3,.475,18.9,36.1,.335
204,Niagara,29,8,21,.276,-8.38,-1.24,7,13,4,11,4,10,1876,2083,65.6,97.8,.416,.329,.503,50.3,53.4,8.6,6.2,.458,17.6,32.1,.287
205,Nicholls State,26,8,18,.308,-15.56,-3.47,5,11,6,6,2,12,1660,1896,68.0,92.9,.407,.324,.506,48.5,55.1,10.2,11.4,.477,21.2,31.9,.252
206,NJIT,29,18,11,.621,-3.68,-4.36,0,0,12,2,6,9,2065,1934,67.2,106.0,.379,.417,.568,50.1,62.2,10.6,15.4,.539,18.6,30.0,.264
207,Norfolk State,30,18,12,.600,-4.07,-5.72,11,4,12,3,6,9,2098,1975,65.6,104.8,.417,.312,.551,53.7,54.0,7.8,14.1,.521,18.3,35.3,.278
208,North Carolina-Asheville,30,15,15,.500,-6.68,-5.72,10,8,8,6,7,9,2185,2109,68.9,105.3,.350,.368,.544,50.5,54.5,10.6,13.1,.508,17.3,32.5,.253
209,North Carolina A&T,30,9,21,.300,-16.28,-7.64,6,9,7,6,2,15,1772,1980,63.7,92.3,.401,.344,.489,50.0,46.0,8.6,12.2,.444,20.7,34.9,.275
210,North Carolina Central,29,23,6,.793,0.46,-8.42,15,0,12,0,11,6,1990,1582,62.7,108.9,.387,.355,.574,53.0,56.9,10.9,13.2,.547,17.8,32.6,.264
211,North Carolina-Greensboro,31,10,21,.323,-7.57,-4.14,6,12,6,11,4,10,2157,2191,67.4,102.4,.324,.320,.526,50.3,48.6,9.3,8.4,.502,16.4,30.8,.210
212,North Carolina State,30,18,12,.600,14.40,8.96,9,8,13,7,5,5,2118,1955,64.7,108.1,.366,.320,.529,52.4,45.9,6.0,14.1,.496,14.0,34.3,.248
213,North Carolina-Wilmington,29,17,12,.586,-2.35,-1.57,12,6,10,2,7,10,2018,1982,67.9,101.1,.376,.253,.516,50.2,44.4,11.5,10.3,.482,16.0,32.1,.253
214,North Carolina,30,21,9,.700,21.45,10.92,11,6,12,4,9,5,2346,2030,69.5,111.3,.359,.219,.540,55.7,60.7,9.9,9.5,.509,14.9,40.6,.247
215,North Dakota State,29,20,9,.690,-2.69,-4.66,12,4,14,0,6,9,1887,1809,61.5,104.4,.349,.352,.534,51.3,44.1,7.9,10.8,.499,14.0,26.6,.246
216,North Dakota,29,8,21,.276,-12.27,-3.57,4,13,3,10,5,11,1961,2129,68.3,98.1,.387,.327,.525,47.5,49.6,9.2,8.7,.490,16.5,24.9,.263
217,North Florida,32,21,11,.656,-0.52,-5.63,12,2,10,2,11,9,2440,2190,67.7,112.7,.382,.424,.589,50.4,56.5,9.1,13.5,.559,16.1,29.8,.276
218,North Texas,28,14,14,.500,-3.18,-0.45,8,8,11,6,3,8,1843,1879,67.1,97.6,.411,.285,.512,49.7,42.3,10.3,9.1,.483,17.8,30.8,.257
219,Northeastern,31,20,11,.645,1.91,-1.35,12,6,9,3,11,8,2115,2014,63.6,106.1,.427,.306,.575,53.9,59.9,8.4,10.9,.538,19.0,30.0,.308
220,Northern Arizona,29,16,13,.552,-4.17,-4.14,11,5,10,2,6,11,1996,1971,65.6,104.0,.380,.355,.522,53.2,54.7,6.9,9.8,.475,15.6,33.7,.282
221,Northern Colorado,28,14,14,.500,-6.37,-5.91,9,8,11,3,3,11,2113,2069,64.2,115.5,.358,.314,.573,49.3,46.6,10.4,5.3,.542,13.8,33.5,.257
222,Northern Illinois,28,13,15,.464,-0.41,0.62,7,10,10,5,3,10,1848,1846,64.0,102.2,.469,.309,.524,52.7,45.2,11.7,7.0,.480,18.5,36.6,.322
223,Northern Iowa,30,27,3,.900,12.13,1.57,16,2,18,0,9,3,1954,1637,57.6,111.2,.394,.399,.596,51.7,54.2,10.1,9.2,.564,16.8,26.6,.285
224,Northern Kentucky,30,13,17,.433,-6.35,-3.99,7,7,9,6,4,11,2117,2079,65.1,107.5,.299,.383,.547,50.1,48.7,8.8,8.1,.527,15.4,29.6,.197
225,Northwestern State,27,17,10,.630,-3.94,-4.76,12,4,10,3,7,7,2279,2202,75.3,112.0,.352,.354,.560,46.8,53.3,10.8,11.2,.521,14.0,31.5,.266
226,Northwestern,30,15,15,.500,7.13,7.23,6,11,11,7,4,8,1923,1926,60.5,103.7,.283,.381,.536,50.3,62.8,5.8,12.1,.505,15.8,28.5,.206
227,Notre Dame,30,25,5,.833,18.73,5.09,13,4,17,3,8,2,2365,1956,64.0,121.2,.354,.389,.611,50.7,53.4,10.5,10.5,.585,12.8,28.4,.257
228,Oakland,31,16,15,.516,-0.27,2.14,11,5,12,3,4,12,2290,2313,66.2,108.9,.388,.380,.563,50.1,61.2,8.8,5.0,.533,16.4,30.6,.267
229,Ohio State,30,22,8,.733,21.67,6.00,11,6,18,1,4,7,2308,1838,66.3,115.6,.345,.320,.576,52.5,55.0,11.9,13.2,.554,14.5,34.5,.232
230,Ohio,28,9,19,.321,-4.56,1.16,4,13,7,7,2,12,1859,2019,67.0,98.7,.288,.371,.523,48.1,46.2,7.6,12.0,.489,16.8,26.3,.210
231,Oklahoma State,29,18,11,.621,14.82,10.07,8,9,14,4,4,7,1966,1787,64.6,104.1,.403,.383,.549,48.8,50.4,12.4,15.7,.507,16.7,28.0,.294
232,Oklahoma,29,20,9,.690,19.83,10.21,11,6,14,3,6,6,2098,1819,68.4,104.9,.329,.338,.536,50.3,49.6,10.2,13.5,.501,15.6,30.3,.239
233,Old Dominion,28,22,6,.786,7.84,-0.55,11,5,15,0,7,6,1832,1597,60.9,106.4,.318,.334,.519,54.2,55.8,9.8,9.0,.488,14.8,36.1,.218
234,Oral Roberts,30,17,13,.567,-3.77,-1.88,10,6,11,2,6,11,2094,2054,66.7,103.8,.432,.308,.526,50.3,46.7,9.4,10.2,.481,15.5,31.4,.307
235,Oregon State,30,17,13,.567,6.52,5.27,8,10,15,2,2,11,1816,1756,61.9,97.3,.363,.311,.510,48.5,56.5,12.3,11.6,.472,16.9,28.9,.252
236,Oregon,31,23,8,.742,11.47,6.47,13,5,17,3,6,5,2357,2176,68.4,109.3,.289,.339,.554,51.8,53.2,8.2,11.4,.521,15.0,32.3,.218
237,Pacific,30,12,18,.400,-2.41,4.18,4,14,6,9,6,9,1938,2053,62.1,102.6,.412,.355,.515,51.7,53.4,6.6,7.2,.483,17.0,35.4,.266
238,Penn State,30,15,15,.500,7.52,7.08,3,14,11,6,4,9,2000,1987,65.9,99.5,.351,.363,.516,50.6,43.0,8.9,10.8,.480,16.6,30.2,.244
239,Pennsylvania,25,7,18,.280,-8.62,-1.06,2,9,2,8,5,10,1502,1691,63.3,94.5,.353,.325,.518,50.8,54.5,8.9,7.8,.486,21.1,30.9,.238
240,Pepperdine,29,17,12,.586,5.39,3.06,10,8,10,6,7,6,1864,1784,64.6,99.5,.390,.281,.520,49.8,61.6,9.7,9.0,.471,17.0,29.5,.293
241,Pittsburgh,31,19,12,.613,9.68,7.62,8,9,14,4,5,8,2103,2028,61.0,109.9,.347,.253,.528,51.6,67.3,8.2,7.0,.494,13.2,36.2,.240
242,Portland State,26,14,12,.538,-7.53,-4.45,8,8,9,4,5,8,1886,1897,67.4,107.1,.373,.305,.546,47.8,53.5,9.5,9.5,.503,14.6,27.8,.279
243,Portland,30,16,14,.533,3.60,3.03,7,11,9,7,7,7,2110,2044,64.8,106.7,.356,.317,.539,53.0,61.1,8.4,11.8,.504,15.9,35.1,.253
244,Prairie View,29,13,16,.448,-9.95,-7.20,11,5,6,3,7,13,1916,1977,68.9,95.8,.315,.277,.495,45.7,44.1,13.0,7.1,.469,17.9,32.6,.200
245,Presbyterian,32,10,22,.313,-16.25,-4.50,6,12,7,8,3,14,1978,2214,63.2,97.7,.330,.257,.516,49.1,46.0,8.2,7.3,.489,18.0,29.5,.217
246,Princeton,28,13,14,.481,-1.95,-2.33,6,5,10,5,3,9,1842,1784,65.3,104.4,.425,.461,.576,48.3,58.4,8.8,11.4,.543,17.2,20.8,.298
247,Providence,30,21,9,.700,13.94,9.11,11,6,13,3,8,6,2118,1973,65.7,106.5,.425,.284,.533,52.8,58.2,10.9,11.9,.491,15.4,35.1,.300
248,Purdue,30,19,11,.633,13.72,7.35,11,6,13,3,6,8,2132,1941,65.7,107.4,.424,.319,.545,53.5,60.7,8.6,14.8,.511,16.9,36.6,.286
249,Quinnipiac,29,15,14,.517,-0.61,-3.10,9,11,10,7,5,7,2018,1946,66.2,102.4,.355,.290,.495,57.6,58.6,5.1,13.7,.441,16.6,41.6,.275
250,Radford,31,21,10,.677,-4.08,-5.44,12,6,13,3,8,7,2261,2099,65.6,109.5,.358,.324,.548,51.8,51.5,10.4,11.2,.517,15.3,35.7,.248
251,Rhode Island,28,20,8,.714,9.27,2.49,12,5,13,2,7,6,1878,1655,65.7,101.7,.471,.280,.528,52.7,55.2,10.1,15.1,.494,18.1,33.9,.304
252,Rice,28,10,18,.357,-3.83,-0.59,7,9,7,8,3,10,1765,1841,62.3,98.1,.346,.500,.542,48.5,60.9,9.4,8.7,.505,20.1,27.0,.254
253,Richmond,30,18,12,.600,8.68,3.88,11,6,13,3,5,9,1958,1814,61.2,104.4,.319,.387,.547,45.6,57.5,11.5,9.9,.518,14.4,23.1,.223
254,Rider,31,21,10,.677,-1.00,-3.00,15,5,10,4,11,6,2035,1973,64.5,100.5,.359,.330,.517,50.3,51.0,10.7,7.4,.496,16.5,31.3,.217
255,Robert Morris,31,17,14,.548,-3.22,-4.06,12,6,9,6,8,8,2145,2119,66.9,102.6,.361,.304,.540,48.6,50.7,12.1,7.6,.504,17.9,31.3,.258
256,Rutgers,30,10,20,.333,0.74,8.41,2,15,7,11,3,9,1761,1991,64.8,90.6,.335,.297,.465,48.6,50.3,8.8,10.0,.429,17.2,30.4,.219
257,Sacramento State,27,19,8,.704,-4.50,-5.62,13,3,13,1,6,7,1910,1816,63.7,111.0,.354,.298,.578,49.2,58.0,11.5,6.6,.545,15.8,29.3,.261
258,Sacred Heart,32,15,17,.469,-6.94,-5.56,9,9,10,5,5,12,2360,2367,69.2,103.7,.358,.277,.528,51.0,53.7,9.2,8.0,.502,16.6,34.0,.232
259,Saint Francis (PA),30,16,14,.533,-5.21,-5.04,9,9,10,2,6,12,1949,1921,64.0,100.6,.358,.414,.543,48.1,53.3,10.3,8.3,.514,17.7,25.4,.241
260,Saint Joseph's,29,13,16,.448,0.28,2.55,7,10,10,6,3,10,1795,1861,63.8,95.4,.348,.328,.481,50.5,57.2,10.1,12.2,.453,16.4,32.3,.214
261,Saint Louis,30,11,19,.367,-4.87,2.71,3,14,9,9,2,10,1806,1994,63.6,93.9,.443,.329,.510,47.1,60.1,8.3,6.9,.472,19.4,27.4,.290
262,Saint Mary's (CA),29,21,8,.724,10.51,4.26,13,5,14,4,7,4,2025,1840,62.5,109.8,.344,.370,.565,55.5,63.4,7.9,7.0,.536,16.6,33.1,.244
263,Saint Peter's,31,14,17,.452,-3.16,-3.52,8,12,7,6,7,11,1902,1891,61.4,98.3,.433,.336,.505,49.9,49.2,10.0,9.3,.467,16.6,31.2,.284
264,Sam Houston State,29,23,6,.793,4.02,-7.07,14,2,16,2,7,4,2173,1684,67.0,110.5,.438,.411,.549,55.5,60.6,10.0,13.7,.507,16.2,36.9,.313
265,Samford,31,13,18,.419,-8.99,-5.19,6,12,8,6,5,12,2140,2220,67.3,102.1,.374,.335,.533,48.2,55.2,11.0,8.1,.501,17.0,30.2,.254
266,San Diego State,30,23,7,.767,12.10,4.03,13,4,15,1,8,6,1868,1612,61.2,100.5,.371,.312,.497,52.6,47.5,11.7,14.0,.469,16.3,36.4,.232
267,San Diego,30,15,15,.500,5.92,4.19,8,10,10,6,5,9,1959,1899,63.6,101.8,.395,.348,.523,49.0,56.5,10.0,11.5,.486,16.1,29.9,.272
268,San Francisco,30,13,17,.433,3.59,3.14,7,11,8,8,5,9,2081,2028,65.5,105.0,.404,.337,.537,50.9,56.5,8.8,6.7,.514,15.7,31.4,.252
269,San Jose State,29,2,27,.069,-16.06,2.27,0,17,2,14,0,13,1554,2015,64.4,82.8,.311,.426,.451,45.7,53.5,7.6,8.9,.416,19.7,25.0,.203
270,Santa Clara,30,13,17,.433,-0.95,4.91,7,11,9,7,4,10,1866,2004,61.0,101.6,.317,.384,.521,46.4,53.9,8.9,5.7,.484,15.3,28.3,.232
271,Savannah State,28,8,20,.286,-17.39,-5.09,5,10,6,5,2,15,1568,1882,66.1,84.3,.377,.251,.466,46.0,45.2,13.5,6.5,.441,21.9,29.0,.217
272,Seattle,27,14,13,.519,-6.25,-5.29,7,6,11,5,3,8,1692,1651,62.0,100.7,.348,.360,.534,53.0,63.3,8.7,4.8,.509,18.5,32.3,.226
273,Seton Hall,29,16,13,.552,9.06,7.68,6,11,10,5,6,8,1996,1956,66.2,103.2,.387,.351,.515,50.6,51.6,9.1,11.3,.482,15.8,35.0,.255
274,Siena,29,10,19,.345,-7.30,-2.51,7,13,5,9,5,10,2022,2161,67.2,103.3,.442,.264,.519,48.8,55.4,11.1,8.5,.471,16.2,36.0,.313
275,South Alabama,29,9,20,.310,-9.60,-2.53,7,11,6,8,3,12,1982,2137,68.2,98.9,.426,.348,.521,48.9,46.7,7.0,10.2,.476,18.3,30.5,.299
276,South Carolina State,30,10,20,.333,-17.15,-6.72,7,8,6,6,4,14,1786,2009,65.8,90.2,.332,.329,.453,47.7,52.5,9.6,8.5,.425,16.2,30.9,.198
277,South Carolina Upstate,32,22,10,.688,-1.50,-8.00,8,6,13,4,9,6,2337,1941,65.1,112.1,.300,.403,.537,52.9,58.2,12.6,9.0,.515,13.5,37.5,.197
278,South Carolina,28,14,14,.500,11.24,8.72,5,11,10,5,4,9,1827,1733,65.8,99.1,.360,.324,.496,52.6,59.0,9.5,11.4,.448,16.6,35.8,.265
279,South Dakota State,30,21,9,.700,2.63,-3.52,12,4,13,0,8,9,2188,1937,66.4,109.0,.419,.378,.565,51.3,48.9,8.1,11.5,.530,15.5,28.5,.295
280,South Dakota,31,16,15,.516,-4.90,-3.52,9,7,8,7,8,8,2162,2161,65.5,103.9,.322,.303,.515,51.2,47.2,8.4,6.2,.475,14.5,32.6,.237
281,South Florida,30,9,21,.300,-4.07,2.93,3,14,8,8,1,13,1864,2053,65.0,94.4,.326,.259,.497,49.1,49.2,9.1,12.2,.474,18.4,31.8,.199
282,Southeast Missouri State,30,13,17,.433,-4.97,-3.47,7,9,9,5,4,12,2087,2064,67.2,103.0,.368,.328,.527,50.3,50.9,10.8,11.7,.496,16.7,32.4,.246
283,Southeastern Louisiana,29,9,20,.310,-9.68,-4.82,6,10,6,5,3,15,1978,2102,68.4,98.9,.330,.344,.538,48.6,48.1,8.7,9.4,.513,19.4,28.7,.220
284,Southern California,30,11,19,.367,2.83,6.33,3,15,8,8,3,11,2006,2111,68.7,95.7,.338,.274,.492,48.9,51.0,9.4,9.9,.464,17.0,31.6,.215
285,SIU Edwardsville,28,12,16,.429,-7.18,-4.45,8,8,11,3,1,13,1909,1884,67.3,100.8,.378,.340,.528,49.5,52.3,9.4,11.9,.495,17.3,30.0,.255
286,Southern Illinois,31,11,20,.355,-3.87,-0.94,4,14,8,8,3,12,1868,1940,61.9,97.3,.419,.260,.511,51.2,40.6,10.7,5.9,.466,18.1,31.2,.292
287,Southern Methodist,29,23,6,.793,13.30,3.37,14,3,15,2,8,4,2019,1732,63.2,109.7,.434,.235,.564,54.9,63.8,11.0,11.0,.529,17.4,37.4,.304
288,Southern Mississippi,28,9,19,.321,-10.01,-0.09,4,13,8,7,1,12,1681,1906,62.9,94.6,.367,.390,.518,46.2,57.3,9.8,7.5,.493,19.4,26.4,.229
289,Southern Utah,27,9,18,.333,-11.96,-5.30,6,10,4,6,5,12,1869,1995,68.3,100.5,.380,.347,.550,47.9,48.5,7.6,11.2,.523,18.1,23.1,.253
290,Southern,30,15,15,.500,-9.41,-7.53,12,4,9,4,6,11,1914,1877,65.7,96.3,.389,.263,.498,50.3,45.6,10.4,10.5,.463,17.5,33.4,.254
291,St. Bonaventure,28,16,12,.571,3.70,1.59,9,8,7,6,9,6,1888,1829,65.2,102.4,.377,.293,.508,52.6,52.4,10.3,12.0,.468,15.8,35.3,.263
292,St. Francis (NY),32,22,10,.688,-2.05,-6.46,15,3,12,3,10,7,2219,2064,65.8,104.2,.415,.330,.508,54.5,51.1,10.1,13.3,.466,16.3,39.3,.285
293,St. John's (NY),30,21,9,.700,14.11,8.74,10,7,16,3,5,6,2154,1985,67.6,105.8,.373,.297,.533,47.8,49.5,11.5,16.7,.499,13.7,28.7,.257
294,Stanford,28,18,10,.643,13.54,6.40,9,7,13,3,5,7,2056,1856,65.6,109.9,.395,.311,.539,53.5,49.4,8.4,7.7,.498,13.5,33.9,.284
295,Stephen F. Austin,29,25,4,.862,8.15,-5.08,15,1,13,1,12,3,2292,1861,68.0,115.8,.423,.373,.596,54.0,65.3,11.8,10.1,.561,17.8,38.1,.310
296,Stetson,31,9,22,.290,-15.87,-6.34,3,11,7,7,2,15,2064,2290,67.2,99.1,.339,.341,.517,47.0,52.2,6.7,9.1,.489,16.3,27.2,.223
297,Stony Brook,32,22,10,.688,0.39,-4.04,12,4,13,2,9,8,2091,1902,63.5,102.5,.320,.284,.498,56.1,51.4,8.1,9.9,.467,15.6,37.9,.213
298,Syracuse,30,18,12,.600,12.68,7.85,9,8,13,5,5,7,2039,1894,66.0,102.2,.357,.290,.509,51.1,61.4,12.7,12.4,.478,15.3,33.6,.235
299,Temple,29,20,9,.690,7.37,3.20,11,5,12,2,8,7,1858,1737,65.2,97.8,.346,.361,.476,50.8,55.8,10.7,12.2,.438,13.3,31.7,.233
300,Tennessee-Martin,29,18,11,.621,-2.72,-4.35,10,6,9,3,9,8,2025,1872,62.7,110.1,.336,.358,.566,52.9,50.9,8.0,5.8,.540,15.7,30.8,.233
