Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
40,Cal State Northridge,31,9,22,.290,-6.36,0.60,4,11,8,9,1,13,2023,2185,66.2,97.8,.413,.184,.513,50.4,60.7,8.1,9.3,.455,17.2,29.4,.317
41,California-Davis,27,22,5,.815,2.52,-3.00,12,2,12,0,10,5,1929,1739,63.0,111.8,.359,.386,.614,50.1,56.2,7.9,6.6,.588,19.3,29.1,.261
42,California-Irvine,28,17,11,.607,4.11,0.65,10,4,10,3,7,8,1909,1739,64.2,105.8,.271,.298,.552,51.3,55.8,9.3,12.8,.529,16.5,30.4,.187
43,California-Riverside,28,14,14,.500,-4.46,-1.04,7,7,12,2,2,12,1854,1867,65.4,99.8,.358,.354,.519,51.7,56.0,10.4,10.3,.482,17.7,32.1,.251
44,California-Santa Barbara,29,17,12,.586,4.52,1.63,10,5,13,3,4,9,1990,1843,63.0,107.1,.304,.333,.537,50.8,64.1,8.3,10.2,.504,15.0,32.0,.222
45,California,29,17,12,.586,5.86,5.38,7,9,12,8,5,4,1930,1916,65.8,100.4,.314,.285,.516,50.7,51.2,6.3,9.5,.491,14.7,26.3,.204
46,Campbell,32,10,22,.313,-10.89,-5.06,4,14,9,7,1,15,2045,2124,63.3,100.6,.361,.445,.528,48.4,59.4,11.1,10.0,.505,17.4,28.5,.226
47,Canisius,29,16,13,.552,-0.32,-2.53,11,9,9,5,7,8,1872,1808,63.8,100.3,.318,.360,.497,50.2,61.9,10.5,9.2,.459,15.6,34.2,.226
48,Central Arkansas,27,2,25,.074,-22.80,-4.98,2,14,2,11,0,14,1756,2237,71.5,90.9,.397,.367,.526,46.0,55.2,8.7,12.1,.493,23.6,27.9,.266
49,Central Connecticut State,31,5,26,.161,-16.18,-5.24,3,15,4,12,1,14,1834,2173,64.0,92.1,.286,.271,.482,48.9,50.4,7.7,8.9,.446,18.4,30.9,.203
50,Central Florida,29,12,17,.414,-5.39,1.32,5,13,10,8,2,9,1901,2072,64.0,100.3,.363,.357,.521,47.3,52.1,8.0,12.3,.494,17.3,30.4,.234
51,Central Michigan,27,21,6,.778,7.10,-1.35,12,5,15,1,6,5,2098,1805,65.8,117.5,.371,.497,.591,50.7,54.7,10.5,8.7,.561,13.6,30.5,.270
52,Charleston Southern,29,19,10,.655,-3.90,-5.36,13,5,13,2,6,8,2161,1997,66.6,110.0,.345,.453,.533,52.6,50.7,10.2,6.9,.502,14.0,34.6,.238
53,Charlotte,29,13,16,.448,2.23,0.89,6,10,8,7,5,9,2132,2093,67.0,106.6,.359,.296,.542,51.0,51.7,9.6,6.0,.521,16.6,33.4,.227
54,Chattanooga,31,22,9,.710,-1.08,-3.66,15,3,15,2,7,7,2258,2072,66.4,107.5,.437,.357,.550,50.9,48.1,9.9,18.0,.515,16.7,33.5,.300
55,Chicago State,30,8,22,.267,-15.22,-2.33,4,9,7,7,1,15,1753,2005,64.7,89.9,.296,.363,.467,49.4,44.9,12.6,8.5,.433,19.1,34.0,.199
56,Cincinnati,30,21,9,.700,10.70,3.44,12,5,15,4,6,5,1865,1647,59.5,103.2,.376,.306,.533,53.6,53.5,11.3,16.3,.502,18.2,37.3,.251
57,Citadel,29,11,18,.379,-12.08,-4.19,6,12,8,7,3,11,1863,1985,60.1,106.0,.375,.358,.570,49.7,61.1,7.9,7.4,.528,18.8,31.9,.286
58,Clemson,29,16,13,.552,8.35,7.17,8,9,13,7,3,6,1804,1770,62.6,98.5,.352,.344,.496,51.3,46.9,8.7,13.9,.460,16.1,33.5,.237
59,Cleveland State,29,16,13,.552,2.77,-0.27,11,5,11,3,5,10,1922,1808,61.9,105.8,.317,.356,.540,50.8,54.7,12.0,9.6,.511,16.2,33.0,.220
60,Coastal Carolina,30,21,9,.700,-2.05,-7.36,12,6,13,2,8,7,2138,1838,64.8,110.0,.421,.338,.533,56.2,45.7,10.9,8.8,.495,15.2,38.4,.289
61,Colgate,30,14,16,.467,-2.18,-2.75,12,6,8,4,6,12,1955,1938,60.3,106.0,.259,.385,.579,48.4,55.4,8.1,9.0,.561,17.2,22.9,.180
62,College of Charleston,31,8,23,.258,-6.41,-0.64,3,15,6,11,2,12,1825,2004,61.9,94.4,.323,.344,.496,47.1,47.2,8.7,8.6,.465,17.1,26.7,.214
63,Colorado State,30,25,5,.833,9.39,0.73,12,5,17,1,8,4,2189,1910,65.4,111.1,.424,.370,.547,54.5,60.0,8.5,9.1,.514,14.2,34.5,.287
64,Colorado,28,13,15,.464,8.04,7.51,6,10,12,6,1,9,1875,1860,65.1,101.6,.423,.285,.523,52.5,49.9,8.8,10.9,.478,17.3,32.8,.299
65,Columbia,26,13,13,.500,0.77,-0.83,5,7,9,8,4,5,1687,1598,60.6,107.0,.287,.458,.552,51.8,52.8,8.2,12.8,.526,16.8,32.4,.203
66,Connecticut,28,17,11,.607,8.93,4.08,10,6,11,5,6,6,1839,1703,63.0,103.7,.336,.335,.538,52.2,52.5,8.0,14.0,.507,16.8,31.0,.233
67,Coppin State,28,7,21,.250,-16.58,-4.13,6,9,4,6,3,15,2020,2303,73.8,97.7,.308,.437,.508,43.3,51.7,9.1,9.2,.476,16.3,26.5,.213
68,Cornell,28,13,15,.464,-2.43,-1.39,5,7,8,8,5,7,1743,1693,64.4,95.8,.398,.369,.506,47.5,50.9,9.8,15.2,.452,16.9,24.6,.299
69,Creighton,30,13,17,.433,7.36,7.20,4,13,10,8,3,9,2015,2010,63.5,104.0,.352,.433,.529,51.6,60.3,6.9,7.8,.489,15.9,31.0,.258
70,Dartmouth,26,12,14,.462,-2.71,-3.25,5,7,6,4,6,10,1629,1615,62.3,99.6,.363,.324,.522,51.3,54.9,11.7,10.1,.495,18.0,31.2,.235
71,Davidson,27,21,6,.778,12.80,2.57,12,4,13,2,8,4,2148,1846,67.3,117.7,.291,.448,.583,50.9,59.2,7.9,8.7,.557,12.4,30.3,.212
72,Dayton,29,23,6,.793,11.40,3.09,13,4,17,0,6,6,2002,1761,64.5,106.6,.495,.385,.571,49.7,62.2,10.1,8.8,.537,16.2,24.3,.336
73,Delaware State,30,14,16,.467,-10.44,-6.01,8,7,6,5,8,11,2119,2180,69.5,101.2,.301,.380,.517,50.8,50.1,7.3,11.0,.482,16.8,32.6,.216
74,Delaware,29,10,19,.345,-7.67,-1.50,9,9,5,9,5,10,1915,2094,65.8,99.1,.386,.355,.508,48.6,56.3,6.3,10.5,.469,16.0,28.9,.264
75,Denver,29,12,17,.414,-3.58,-3.09,6,10,9,7,3,10,1815,1829,58.0,106.6,.304,.434,.599,45.5,70.2,10.1,7.2,.568,17.9,19.8,.234
76,DePaul,30,12,18,.400,4.33,7.97,6,11,9,9,3,9,2109,2218,67.7,103.5,.378,.410,.552,45.8,52.0,9.9,12.0,.513,17.6,27.0,.276
77,Detroit Mercy,32,15,17,.469,-1.50,0.41,7,9,12,6,3,11,2281,2265,68.2,103.3,.329,.315,.537,50.0,53.4,11.1,8.7,.507,16.6,30.2,.227
78,Drake,30,9,21,.300,-5.81,2.67,6,12,8,10,1,11,1794,2018,59.2,100.6,.344,.353,.570,46.9,57.8,7.5,6.3,.532,20.3,23.5,.262
79,Drexel,29,11,18,.379,-4.94,-0.19,9,9,5,12,6,6,1739,1874,61.7,96.8,.322,.344,.493,47.8,52.3,8.4,10.7,.447,14.7,28.0,.242
80,Duke,30,27,3,.900,24.25,8.41,14,3,18,1,9,2,2435,1960,66.9,120.2,.411,.347,.596,54.9,55.5,10.7,10.0,.572,14.6,37.4,.282
81,Duquesne,28,11,17,.393,-1.96,1.33,6,11,9,7,2,10,2019,2068,67.4,106.4,.332,.374,.540,50.2,57.9,7.6,8.5,.521,15.9,32.8,.209
82,East Carolina,29,13,16,.448,-1.90,1.14,6,10,12,6,1,10,1857,1880,63.3,101.3,.332,.363,.517,48.1,58.6,9.8,5.3,.485,15.8,29.9,.227
83,East Tennessee State,29,16,13,.552,-4.32,-3.72,8,10,10,4,6,9,2140,2073,68.6,107.1,.388,.444,.547,49.3,53.0,11.1,8.6,.508,15.8,31.2,.281
84,Eastern Illinois,30,17,13,.567,-4.64,-2.71,9,7,11,5,6,8,1868,1865,62.2,99.3,.339,.374,.530,46.2,58.0,8.9,13.5,.506,17.0,24.7,.218
85,Eastern Kentucky,29,19,10,.655,0.22,-4.34,11,5,11,3,8,7,2105,1837,66.0,109.0,.343,.466,.583,45.1,59.7,14.6,10.0,.545,15.8,24.0,.267
86,Eastern Michigan,30,18,12,.600,2.16,0.35,7,10,14,3,4,9,2075,1894,67.1,102.2,.438,.383,.521,49.8,47.4,12.9,13.8,.472,15.8,30.8,.314
87,Eastern Washington,29,21,8,.724,0.90,-3.95,12,4,13,2,8,6,2331,2121,68.3,117.1,.362,.418,.593,49.6,48.2,9.2,15.6,.564,13.8,29.5,.264
88,Elon,31,14,17,.452,-5.43,-2.26,6,12,9,7,5,10,2196,2188,70.1,100.3,.373,.353,.521,48.7,48.4,9.2,3.5,.486,16.8,28.9,.255
89,Evansville,30,19,11,.633,2.93,0.24,9,9,13,6,6,5,2081,1932,65.3,105.0,.445,.228,.565,50.6,63.9,8.5,9.5,.519,17.6,27.0,.332
90,Fairfield,30,7,23,.233,-7.63,-2.10,5,15,4,12,3,11,1812,1978,62.4,94.8,.372,.387,.502,46.9,53.1,7.8,11.1,.457,17.7,27.3,.267
91,Fairleigh Dickinson,29,8,21,.276,-11.90,-4.22,3,15,4,9,4,12,1956,2130,67.7,98.3,.336,.379,.509,43.1,47.7,12.7,9.1,.473,16.4,28.1,.233
92,Florida A&M,28,1,27,.036,-26.27,-7.88,1,14,1,10,0,17,1543,2058,65.8,83.8,.369,.282,.450,45.1,44.1,7.3,5.6,.409,19.2,27.0,.241
93,Florida Atlantic,27,8,19,.296,-7.40,-2.00,1,15,6,6,2,13,1699,1798,64.4,97.3,.294,.392,.513,47.2,45.5,6.8,10.4,.486,17.2,26.6,.197
94,Florida Gulf Coast,31,22,9,.710,-1.04,-4.69,11,3,16,3,6,6,2093,1947,65.0,103.5,.323,.305,.515,52.2,57.5,8.8,10.0,.485,15.6,34.7,.217
95,Florida International,29,13,16,.448,-8.67,-3.45,6,10,7,5,6,11,1803,1896,65.4,93.9,.383,.286,.514,49.9,49.5,10.4,11.7,.486,20.2,29.3,.243
96,Florida State,30,15,15,.500,6.64,6.94,7,10,12,8,3,7,2018,2027,66.0,101.1,.463,.277,.538,50.9,49.6,8.3,12.9,.501,18.8,32.0,.308
97,Florida,30,15,15,.500,13.64,8.87,8,9,12,7,3,8,1933,1790,63.1,101.2,.320,.387,.521,50.9,56.7,11.6,11.2,.499,16.9,31.6,.203
98,Fordham,28,9,19,.321,-2.02,2.87,4,13,8,9,1,10,1835,1950,66.7,97.8,.326,.352,.509,52.6,54.9,9.9,10.5,.470,18.7,34.7,.236
99,Fresno State,30,15,15,.500,-1.46,1.22,10,7,11,4,4,11,1975,1981,64.3,101.0,.394,.336,.522,47.9,46.5,12.3,10.4,.483,15.1,27.4,.273
100,Furman,29,8,21,.276,-11.94,-3.09,5,13,7,7,1,14,1840,2006,63.6,98.9,.449,.411,.527,49.5,50.7,8.7,9.2,.493,18.7,29.5,.294
101,Gardner-Webb,32,19,13,.594,-5.41,-3.44,10,8,12,4,7,9,2399,2364,68.6,108.0,.376,.404,.549,50.9,63.5,9.3,7.2,.522,15.6,31.8,.249
102,George Mason,29,9,20,.310,-0.88,4.97,4,13,7,11,2,9,1871,2005,65.1,97.8,.409,.241,.497,52.3,44.3,9.0,9.5,.458,18.0,36.5,.271
103,George Washington,30,19,11,.633,8.34,2.84,9,8,13,2,6,9,1999,1834,63.1,104.3,.399,.284,.525,53.3,48.9,8.8,10.5,.488,16.8,36.5,.272
104,Georgetown,28,19,9,.679,16.39,10.00,11,6,13,4,6,5,1996,1817,64.9,107.9,.426,.312,.550,52.5,54.0,11.4,13.9,.512,16.7,34.9,.297
105,Georgia Southern,27,20,7,.741,-0.44,-5.73,13,5,12,2,8,5,1901,1648,65.9,105.9,.346,.408,.524,51.9,48.9,11.4,9.2,.494,15.4,34.5,.233
106,Georgia State,29,20,9,.690,4.85,-3.40,13,5,12,1,8,8,2124,1833,65.6,110.2,.389,.271,.570,49.4,53.4,13.6,10.6,.535,14.6,29.2,.282
107,Georgia Tech,30,12,18,.400,7.68,8.98,3,15,10,9,2,9,1897,1936,64.1,97.1,.314,.274,.475,55.0,49.4,8.9,8.2,.444,16.3,38.4,.203
108,Georgia,29,19,10,.655,13.27,8.82,10,7,12,6,7,4,2000,1871,65.0,103.4,.474,.319,.532,52.8,55.2,8.5,13.1,.490,16.7,32.4,.323
109,Gonzaga,31,29,2,.935,22.09,4.69,17,1,17,1,12,1,2439,1863,64.6,121.2,.382,.322,.611,55.8,57.7,9.4,8.9,.589,14.2,34.8,.268
110,Grambling,26,2,24,.077,-30.14,-6.72,0,16,2,7,0,17,1345,1891,65.7,78.7,.421,.260,.445,47.3,43.9,8.0,4.5,.397,23.0,29.9,.274
111,Grand Canyon,30,16,14,.533,-6.71,-5.18,7,6,12,7,4,7,2045,2043,64.3,105.9,.396,.353,.547,47.5,50.9,8.1,9.2,.511,15.5,27.8,.279
112,Green Bay,30,23,7,.767,6.58,-0.49,12,4,13,1,10,6,2082,1827,65.2,106.0,.398,.262,.532,52.0,55.6,11.6,12.6,.505,15.5,33.3,.255
113,Hampton,28,12,16,.429,-10.65,-8.01,8,7,6,4,6,12,1823,1897,68.7,94.3,.410,.331,.488,50.5,46.3,9.7,11.8,.452,18.1,32.7,.262
114,Hartford,30,14,16,.467,-8.19,-4.78,7,8,7,8,7,8,1858,1924,63.4,96.5,.299,.452,.510,47.2,56.1,9.7,5.5,.478,16.8,25.7,.209
115,Harvard,26,20,6,.769,4.78,-0.72,10,2,11,2,9,4,1684,1485,61.6,103.1,.404,.264,.528,53.1,57.1,11.3,12.3,.485,16.7,32.4,.289
116,Hawaii,31,19,12,.613,2.72,-0.35,7,8,15,6,4,6,2258,2120,70.2,102.9,.373,.341,.525,49.2,50.6,14.1,10.5,.489,16.4,32.8,.258
117,High Point,30,22,8,.733,-2.28,-4.50,13,5,11,2,11,6,2201,2029,63.7,111.0,.351,.293,.569,50.2,56.5,9.8,7.7,.537,14.9,30.1,.256
118,Hofstra,31,19,12,.613,4.14,-4.50,10,8,9,6,10,6,2422,2154,69.5,112.4,.407,.412,.559,51.7,58.3,10.6,8.0,.522,13.9,32.3,.288
119,Holy Cross,29,14,15,.483,-5.68,-3.43,8,10,10,4,4,11,1898,1930,63.5,101.7,.349,.346,.517,48.9,49.2,12.0,13.4,.478,14.9,29.9,.247
120,Houston Baptist,26,11,15,.423,-12.86,-5.18,6,10,9,3,2,12,1878,1901,69.3,104.1,.387,.246,.540,55.0,48.0,8.6,9.4,.500,18.9,38.6,.279
121,Houston,29,11,18,.379,-2.48,-0.65,3,14,9,8,2,10,1871,1924,64.3,98.6,.330,.446,.493,48.7,53.5,9.1,11.8,.459,16.9,33.2,.223
122,Howard,31,16,15,.516,-9.46,-7.53,10,6,9,3,7,12,1972,1939,64.9,96.4,.438,.306,.519,51.1,39.0,11.8,11.4,.474,21.1,34.2,.307
123,Idaho State,28,6,22,.214,-12.05,-5.58,3,13,5,7,1,15,1789,1925,63.9,99.6,.374,.262,.515,49.1,47.4,10.9,6.8,.483,16.4,29.8,.247
124,Idaho,27,13,14,.481,-4.73,-4.49,8,8,11,3,2,11,2090,2037,68.3,111.2,.366,.330,.568,53.3,49.4,6.6,5.1,.537,15.1,31.2,.258
125,Illinois-Chicago,32,9,23,.281,-7.82,-0.19,4,12,7,12,2,11,2073,2250,64.9,99.4,.391,.338,.494,49.5,58.1,9.3,7.2,.441,14.6,31.3,.290
126,Illinois State,30,19,11,.633,7.58,1.96,11,7,12,6,7,5,2071,1866,64.3,105.9,.337,.310,.527,53.8,47.4,11.7,11.0,.491,16.7,38.0,.242
127,Illinois,30,19,11,.633,14.33,6.83,9,8,16,4,3,7,2110,1885,65.1,107.2,.315,.356,.532,50.4,50.8,9.6,8.6,.486,13.0,29.8,.251
128,Incarnate Word,26,17,9,.654,-5.16,-5.71,9,7,10,2,7,7,2089,1967,69.6,112.7,.470,.339,.581,47.8,49.2,11.1,11.6,.536,13.8,26.8,.347
129,Indiana State,30,15,15,.500,0.61,1.40,11,7,10,7,5,8,2007,2020,65.9,99.4,.419,.389,.540,48.5,58.3,8.3,10.1,.499,18.7,26.6,.296
130,Indiana,30,19,11,.633,13.39,6.96,9,8,15,4,4,7,2345,2152,67.2,115.7,.331,.391,.579,52.2,51.3,7.5,8.5,.552,14.8,34.9,.235
131,Iona,31,24,7,.774,4.72,-2.37,17,3,14,0,10,7,2469,2249,70.5,112.5,.374,.421,.580,48.7,60.2,9.3,10.8,.552,15.2,28.3,.262
132,Iowa State,29,21,8,.724,18.98,9.36,11,6,15,3,6,5,2291,2012,70.5,112.0,.379,.376,.578,51.7,60.1,8.6,10.6,.551,14.6,29.0,.263
133,Iowa,30,20,10,.667,16.16,8.39,11,6,13,6,7,4,2094,1861,64.4,107.4,.395,.304,.531,52.4,60.3,10.3,12.0,.484,15.0,35.5,.294
134,IPFW,29,16,13,.552,-2.62,-3.46,9,7,10,5,6,8,2021,1917,65.1,107.1,.408,.380,.570,50.7,58.7,9.0,9.1,.540,16.6,26.1,.280
135,IUPUI,30,10,20,.333,-8.19,-1.69,6,10,5,8,5,12,1827,2022,64.2,92.1,.331,.267,.505,50.8,50.4,10.7,5.5,.468,21.0,30.8,.232
136,Jackson State,29,10,19,.345,-11.89,-9.02,8,8,5,5,5,14,1771,1854,64.9,93.3,.334,.312,.467,52.9,45.0,9.6,6.6,.431,18.1,37.3,.220
137,Jacksonville State,31,12,19,.387,-12.56,-4.42,5,11,11,3,1,16,1939,2126,64.8,95.3,.383,.352,.483,47.3,57.3,9.4,11.7,.434,16.0,30.0,.274
138,Jacksonville,32,10,22,.313,-16.33,-6.08,4,10,8,7,2,15,2058,2303,65.1,97.2,.400,.331,.506,46.9,48.6,9.8,6.9,.470,16.4,28.1,.265
139,James Madison,31,19,12,.613,-1.83,-1.22,12,6,12,7,7,5,2088,2107,64.4,104.1,.442,.365,.559,49.7,55.9,10.0,7.8,.521,18.1,28.3,.310
140,Kansas State,30,15,15,.500,9.56,9.92,8,9,14,5,1,10,1902,1913,63.2,99.9,.472,.274,.525,51.2,61.5,9.7,6.4,.484,18.4,33.3,.318
141,Kansas,30,24,6,.800,19.72,12.62,13,4,19,2,5,4,2156,1943,66.5,107.5,.422,.290,.542,52.7,56.1,9.9,12.8,.499,16.1,35.3,.304
142,Kennesaw State,32,10,22,.313,-16.92,-4.68,4,10,6,8,4,14,2027,2363,66.8,94.8,.292,.372,.501,47.7,46.2,8.1,9.9,.464,18.5,30.0,.214
143,Kent State,30,20,10,.667,2.55,-0.42,11,6,11,5,9,5,1973,1877,62.5,104.0,.385,.374,.522,50.9,47.4,8.3,11.8,.495,15.8,33.8,.246
144,Kentucky,30,30,0,1.000,29.71,8.34,17,0,19,0,11,0,2247,1606,64.1,115.5,.428,.290,.556,55.3,57.5,10.4,17.4,.517,13.9,40.4,.305
145,La Salle,30,15,15,.500,4.49,3.73,7,10,9,8,6,7,1889,1866,64.4,96.1,.364,.292,.504,49.1,53.8,9.9,9.7,.465,17.4,28.9,.253
146,Lafayette,29,17,12,.586,-3.51,-3.51,9,9,9,5,8,7,2140,2115,65.5,112.2,.315,.351,.581,48.3,59.0,8.9,6.9,.548,15.1,28.7,.240
147,Lamar,29,15,14,.517,-9.60,-5.20,9,8,12,1,3,13,2085,2065,68.7,104.2,.419,.322,.540,51.9,52.0,10.7,10.3,.505,18.9,36.5,.284
148,Lehigh,29,16,13,.552,-2.35,-3.14,10,8,8,6,8,7,1980,1932,66.4,101.5,.362,.290,.531,50.9,59.3,8.5,8.4,.489,17.0,29.9,.266
149,Liberty,32,8,24,.250,-15.92,-6.35,2,16,8,11,0,13,2045,2222,66.7,95.4,.392,.285,.520,51.3,49.9,8.2,7.3,.479,21.2,32.4,.276
150,Lipscomb,30,14,16,.467,-10.39,-5.02,7,7,10,3,4,13,2175,2251,69.2,103.4,.409,.439,.533,49.7,59.2,8.1,6.2,.495,16.7,30.1,.284
