Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
298,Texas A&M,32,14,18,.438,5.57,6.54,4,14,11,7,1,8,1956,1968,63.3,96.2,.296,.290,.506,51.3,51.2,9.0,5.9,.480,18.3,31.1,.195
299,Texas-Arlington,33,24,9,.727,3.35,-5.09,15,1,12,1,9,7,2537,2232,72.2,106.1,.471,.343,.550,53.5,52.5,10.9,9.9,.508,18.9,36.9,.331
300,Texas Christian,33,18,15,.545,1.72,3.44,7,7,14,3,3,9,2382,2379,68.9,102.8,.388,.355,.534,49.1,54.3,9.8,6.6,.498,17.1,30.5,.268
301,Texas-El Paso,32,15,17,.469,2.92,2.85,7,9,11,5,1,11,2021,2019,62.2,99.1,.390,.266,.537,49.6,61.5,7.4,7.6,.503,18.8,28.0,.266
302,Texas-Pan American,32,11,21,.344,-13.66,-4.44,5,5,10,5,1,15,1993,2194,66.5,93.6,.356,.387,.523,46.0,62.5,7.7,6.3,.486,20.7,25.6,.251
303,Texas-San Antonio,32,18,14,.563,-1.83,-4.40,10,6,8,5,8,8,2339,2168,68.3,105.0,.365,.389,.562,48.2,54.6,11.8,8.9,.523,17.7,28.3,.271
304,Texas Southern,33,15,18,.455,-10.26,-8.68,12,6,9,1,4,16,2021,2073,66.2,91.7,.450,.335,.503,50.2,48.4,12.6,12.6,.468,22.0,33.5,.284
305,Texas State,30,13,17,.433,-8.66,-5.31,5,11,9,5,3,11,2292,2243,74.8,102.2,.347,.369,.534,48.2,52.6,11.0,8.2,.499,17.3,31.3,.247
306,Texas Tech,31,8,23,.258,-2.61,6.10,1,17,7,8,1,11,1844,2114,65.4,90.6,.401,.271,.527,48.3,53.6,7.9,8.6,.486,23.5,26.8,.282
307,Texas,34,20,14,.588,14.00,8.12,9,9,15,3,4,7,2470,2270,66.7,108.1,.426,.312,.533,52.0,50.1,10.1,9.4,.485,15.7,38.5,.312
308,Toledo,36,19,17,.528,-3.35,-3.64,7,9,11,8,5,7,2500,2385,66.2,104.9,.390,.307,.550,49.2,53.8,10.5,5.9,.511,17.9,32.9,.283
309,Towson,32,1,31,.031,-16.71,1.54,1,17,1,13,0,15,1647,2231,63.3,81.3,.409,.253,.436,51.5,45.0,8.7,11.4,.401,23.7,38.5,.240
310,Troy,28,10,18,.357,-7.48,-0.85,5,11,6,7,4,10,1996,2122,68.5,103.2,.256,.412,.506,47.9,49.9,9.7,10.0,.481,15.1,35.0,.173
311,Tulane,31,15,16,.484,-0.12,-1.61,3,13,12,5,2,10,2002,1910,64.3,99.7,.398,.333,.513,50.5,55.0,10.9,9.5,.478,17.0,31.3,.263
312,Tulsa,31,17,14,.548,5.82,2.85,10,6,10,5,6,6,2093,2001,64.3,102.2,.461,.294,.544,54.2,48.6,7.3,13.6,.507,19.4,33.8,.314
313,UCLA,33,19,14,.576,10.53,5.28,11,7,10,4,4,7,2263,2063,65.2,105.2,.324,.246,.533,52.2,55.8,12.1,11.0,.507,15.8,33.5,.217
314,Utah State,37,21,16,.568,3.49,-0.37,8,6,17,5,4,10,2551,2400,63.5,108.2,.406,.300,.567,50.5,55.5,6.2,9.0,.530,16.8,30.5,.292
315,Utah Valley,33,20,13,.606,-6.53,-7.11,9,1,14,2,5,10,2305,2190,67.3,102.6,.355,.310,.511,52.8,54.1,9.5,9.1,.473,15.8,34.5,.248
316,Utah,31,6,25,.194,-9.31,5.49,3,15,6,9,0,12,1720,2161,62.6,88.2,.346,.356,.494,45.7,52.8,8.2,8.1,.460,20.1,23.1,.231
317,Valparaiso,34,22,12,.647,0.61,0.02,14,4,14,3,8,8,2323,2223,64.9,104.5,.434,.400,.573,51.1,59.3,9.2,9.7,.535,19.4,28.2,.310
318,Vanderbilt,36,25,11,.694,15.71,8.04,10,6,13,5,6,5,2615,2339,65.5,109.7,.401,.412,.572,51.1,51.8,9.0,12.8,.541,17.4,32.3,.280
319,Vermont,36,24,12,.667,0.98,-5.19,13,3,10,4,10,6,2415,2193,63.2,105.0,.373,.293,.536,52.5,56.0,9.6,6.4,.493,16.6,34.3,.276
320,Villanova,32,13,19,.406,7.89,7.64,5,13,9,6,2,9,2266,2258,67.5,103.2,.392,.337,.517,52.9,51.7,8.1,8.2,.465,17.1,37.6,.295
321,Virginia Commonwealth,36,29,7,.806,8.79,0.63,15,3,13,1,10,3,2448,2154,65.1,103.7,.363,.392,.512,48.7,51.7,16.1,10.6,.476,14.7,33.4,.249
322,VMI,33,17,16,.515,-9.43,-5.16,8,10,13,2,1,13,2631,2660,75.0,105.9,.391,.443,.553,45.3,49.1,11.0,11.1,.515,15.7,27.5,.281
323,Virginia Tech,33,16,17,.485,8.93,6.21,4,12,11,7,3,8,2147,2057,63.1,102.4,.333,.313,.516,49.7,51.2,8.7,8.7,.477,15.9,33.1,.242
324,Virginia,32,22,10,.688,12.51,4.23,9,7,13,3,7,4,2000,1735,61.1,101.9,.354,.298,.543,52.1,54.6,10.5,7.9,.507,16.8,27.1,.256
325,Wagner,31,25,6,.806,3.60,-5.50,15,3,12,3,12,3,2275,1993,68.6,107.0,.390,.320,.543,50.4,51.3,11.5,10.5,.499,16.6,35.5,.290
326,Wake Forest,31,13,18,.419,-0.75,4.19,4,12,9,7,3,8,2029,2182,66.4,98.5,.409,.309,.527,46.9,52.5,7.9,12.7,.479,17.2,25.8,.301
327,Washington State,37,19,18,.514,6.17,4.06,7,11,12,4,6,10,2521,2421,63.7,106.6,.440,.339,.568,51.5,58.7,7.5,8.5,.531,18.1,30.9,.312
328,Washington,35,24,11,.686,10.79,5.27,14,4,18,2,6,5,2646,2453,70.7,106.2,.370,.293,.522,53.4,49.2,9.3,9.1,.498,15.5,38.6,.230
329,Weber State,32,25,7,.781,1.51,-3.65,14,2,16,0,7,7,2473,2210,67.2,113.6,.368,.405,.586,50.2,51.4,8.2,7.3,.538,14.0,26.9,.299
330,West Virginia,33,19,14,.576,12.13,7.53,9,9,11,5,4,6,2346,2194,64.8,106.8,.386,.305,.518,54.7,56.9,9.6,6.4,.483,15.9,40.9,.259
331,Western Carolina,35,17,18,.486,-6.57,-3.42,8,10,9,4,4,12,2503,2459,67.9,103.9,.326,.358,.519,50.0,42.9,11.8,8.0,.486,16.1,35.0,.225
332,Western Illinois,33,18,15,.545,-2.84,-1.39,9,9,10,4,6,10,2031,1985,60.0,100.7,.331,.271,.540,48.6,56.7,9.9,7.6,.511,16.8,24.7,.227
333,Western Kentucky,35,16,19,.457,-2.66,0.51,7,9,8,7,3,8,2272,2383,68.4,94.2,.402,.327,.489,50.2,50.1,8.1,11.1,.444,18.9,34.1,.276
334,Western Michigan,34,14,20,.412,-1.80,0.17,6,10,11,3,2,12,2332,2375,66.0,102.8,.402,.329,.532,53.4,56.1,7.0,8.4,.491,18.6,36.5,.285
335,Wichita State,33,27,6,.818,17.42,3.80,16,2,14,1,10,1,2545,2060,67.1,113.3,.347,.328,.577,54.7,53.2,9.3,10.2,.543,15.6,33.3,.260
336,William & Mary,32,6,26,.188,-10.79,-0.72,4,14,4,9,2,14,1931,2220,63.4,94.8,.335,.416,.510,47.1,51.8,7.6,7.0,.472,18.0,25.1,.238
337,Winthrop,32,12,20,.375,-7.64,-3.47,8,10,7,5,4,11,2035,2112,64.1,98.0,.315,.282,.494,50.7,46.3,10.4,8.1,.464,16.1,32.7,.206
338,Wisconsin,36,26,10,.722,19.04,8.24,12,6,14,4,7,4,2304,1915,58.6,108.4,.307,.413,.536,51.8,53.7,8.5,11.5,.501,13.1,30.6,.227
339,Wofford,33,19,14,.576,-3.62,-3.79,12,6,11,2,7,10,2110,2087,62.5,101.6,.283,.371,.519,51.8,59.6,8.3,6.9,.494,15.9,31.4,.189
340,Wright State,32,13,19,.406,-4.07,0.25,7,11,9,7,4,11,1857,1967,62.8,91.7,.379,.351,.502,46.3,51.0,10.4,4.9,.459,19.2,25.0,.266
341,Wyoming,33,21,12,.636,6.79,1.43,6,8,16,3,5,9,2068,1855,61.5,101.6,.385,.380,.552,49.1,52.5,11.1,10.6,.510,17.3,23.8,.285
342,Xavier,36,23,13,.639,9.59,6.22,10,6,13,3,5,6,2543,2422,67.4,103.8,.412,.252,.535,51.5,52.4,8.8,9.1,.497,16.2,32.0,.287
343,Yale,29,19,10,.655,-1.37,-2.63,9,5,11,1,7,9,1991,1878,67.1,101.8,.411,.324,.530,53.3,56.5,7.7,10.8,.488,18.1,33.7,.292
344,Youngstown State,31,16,15,.516,-1.78,-1.65,10,8,10,4,6,10,2095,2047,64.7,103.7,.297,.409,.531,46.9,54.3,9.9,16.1,.510,15.1,27.9,.193
