Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
242,Saint Louis,29,16,13,.552,3.21,3.00,10,6,11,4,5,8,1749,1729,.359,.285,.500,51.2,57.0,10.1,.461,18.2,.250
243,Saint Mary's (CA),29,17,12,.586,5.00,2.28,8,6,11,5,5,6,2049,1921,.404,.351,.544,53.3,46.5,10.9,.504,19.0,.289
244,Saint Peter's,32,17,15,.531,-1.67,-0.98,9,9,7,5,7,7,2385,2407,.285,.348,.514,49.5,50.3,8.3,.481,15.4,.207
245,Sam Houston State,31,22,9,.710,-3.25,-3.36,11,5,14,2,7,7,2309,2140,.444,.353,.544,51.2,71.6,10.0,.522,19.3,.273
246,Samford,31,20,11,.645,-1.92,-4.92,14,6,10,3,8,7,2036,1863,.273,.501,.597,46.5,65.7,6.2,.577,16.4,.196
247,San Diego State,33,24,9,.727,9.81,3.65,13,3,13,2,7,5,2456,2223,.421,.305,.561,52.9,51.5,8.0,.521,18.7,.306
248,San Diego,30,18,12,.600,3.66,-0.31,6,8,9,4,6,8,2356,2194,.353,.324,.571,50.4,56.7,9.4,.545,19.8,.244
249,San Francisco,28,11,17,.393,0.22,2.61,7,7,8,6,3,8,1935,2002,.300,.330,.511,49.6,51.3,9.3,.485,17.5,.199
250,San Jose State,31,6,25,.194,-3.19,2.23,2,14,2,11,3,12,2015,2183,.312,.221,.475,49.6,48.9,6.6,.443,16.9,.204
251,Santa Clara,29,13,16,.448,-0.35,2.58,5,9,9,5,3,10,1984,1968,.359,.320,.514,51.2,57.2,8.9,.475,17.9,.255
252,Savannah State,30,2,28,.067,-34.30,-4.26,2,7,0,19,1693,2451,.364,.321,.462,41.9,46.2,8.9,.415,25.1,.255
253,Seton Hall,30,18,12,.600,6.78,6.11,9,7,13,4,5,6,2033,2013,.377,.308,.510,51.4,53.9,6.9,.461,17.0,.281
254,Siena,28,15,13,.536,0.90,-0.67,10,8,10,4,5,9,2084,2040,.386,.362,.542,47.1,55.8,5.9,.495,16.3,.293
255,South Alabama,31,24,7,.774,4.88,-2.18,12,3,12,2,9,4,2283,2033,.341,.414,.558,50.2,54.7,4.2,.529,17.0,.240
256,South Carolina State,30,14,16,.467,-12.15,-8.59,11,7,5,3,6,10,1809,1916,.378,.249,.508,52.0,44.1,6.4,.469,23.3,.262
257,South Carolina,38,23,15,.605,13.30,8.14,6,10,10,6,7,7,2575,2379,.266,.360,.544,50.1,57.4,14.1,.523,16.1,.180
258,South Florida,29,7,22,.241,0.20,4.65,1,15,4,10,1,9,1736,1865,.358,.296,.506,50.6,55.1,15.9,.470,23.8,.246
259,Southeast Missouri State,27,7,20,.259,-14.23,-6.06,4,16,5,8,2,12,1711,1865,.312,.392,.503,50.2,58.4,9.7,.461,19.3,.234
260,Southeastern Louisiana,28,16,12,.571,-2.72,-4.20,10,6,11,4,5,7,1914,1842,.397,.279,.523,49.5,52.2,10.3,.491,16.5,.262
261,Southern California,30,17,13,.567,7.44,5.99,8,10,11,6,5,6,2055,2012,.349,.339,.525,46.6,53.4,8.9,.492,18.0,.241
262,Southern Illinois,33,22,11,.667,8.93,4.62,12,6,11,2,7,7,1994,1864,.338,.320,.501,50.7,57.1,9.0,.466,19.4,.232
263,Southern Methodist,29,13,16,.448,-1.10,-2.78,4,10,9,6,3,9,1921,1859,.365,.286,.515,51.9,54.8,12.2,.477,19.8,.256
264,Southern Mississippi,31,10,21,.323,-7.88,1.91,3,11,8,8,0,10,1879,2098,.435,.341,.504,51.8,53.2,4.6,.458,19.8,.301
265,Southern Utah,30,10,20,.333,-7.57,-4.09,8,8,8,3,2,14,2055,2127,.351,.346,.578,45.7,64.6,6.7,.551,20.0,.247
266,Southern,32,19,13,.594,-5.97,-6.69,15,3,10,0,6,11,2093,2070,.323,.249,.505,52.2,49.7,9.1,.478,21.5,.209
267,St. Bonaventure,27,8,19,.296,-5.71,-0.37,2,14,6,7,2,10,1839,1983,.324,.285,.491,49.9,52.4,6.4,.465,16.5,.203
268,St. Francis (NY),27,10,17,.370,-8.43,-5.06,7,11,8,5,2,12,1721,1812,.316,.340,.499,48.9,51.5,9.8,.469,19.4,.208
269,St. John's (NY),27,12,15,.444,5.24,5.64,5,11,10,7,2,8,1619,1630,.370,.245,.483,55.0,59.7,9.8,.446,20.8,.243
270,Stanford,30,16,14,.533,9.52,8.21,11,7,11,3,4,9,1992,1960,.415,.263,.527,51.4,63.2,11.9,.472,18.6,.316
271,Stephen F. Austin,29,17,12,.586,-3.60,-7.22,9,7,11,4,6,8,2104,1923,.352,.250,.539,52.2,55.3,3.0,.507,16.5,.244
272,Stetson,32,14,18,.438,-11.98,-8.37,11,9,7,5,6,10,2129,2218,.362,.293,.524,47.3,50.5,7.0,.480,18.7,.266
273,Stony Brook,28,4,24,.143,-13.66,-3.02,2,14,3,7,1,16,1629,1927,.296,.279,.455,44.9,45.7,5.1,.429,17.1,.180
274,Syracuse,35,23,12,.657,11.68,8.16,7,9,14,5,3,5,2535,2412,.335,.368,.525,50.4,59.3,16.8,.501,18.2,.216
275,Temple,32,17,15,.531,8.22,5.19,8,8,11,4,4,9,2004,1907,.342,.390,.483,47.5,45.0,7.4,.458,10.7,.206
276,Tennessee-Martin,28,13,15,.464,-7.67,-5.06,9,11,10,3,3,12,2040,2066,.505,.281,.536,49.2,49.9,7.3,.487,17.8,.357
277,Tennessee State,28,13,15,.464,-5.87,-5.36,11,9,8,4,5,11,1946,1951,.368,.380,.544,50.5,61.6,11.4,.515,18.4,.247
278,Tennessee Tech,31,19,12,.613,-5.46,-4.60,13,7,12,3,6,8,2264,2213,.381,.337,.531,51.6,49.6,7.2,.496,19.0,.263
279,Tennessee,30,22,8,.733,14.73,7.76,12,4,13,2,7,3,2413,2204,.332,.369,.563,48.0,59.3,8.4,.535,15.4,.233
280,Texas A&M-Corpus Christi,28,20,8,.714,2.96,-5.70,13,1,5,7,2307,1886,.376,.292,.586,53.1,65.7,10.0,.557,19.8,.267
281,Texas A&M,31,22,9,.710,13.19,4.77,10,6,16,2,4,5,2130,1869,.431,.346,.543,49.4,70.2,8.8,.508,17.7,.293
282,Texas-Arlington,30,14,16,.467,-3.93,-2.46,7,9,9,3,3,11,2184,2169,.431,.325,.548,52.1,59.7,7.3,.513,21.1,.293
283,Texas Christian,31,6,25,.194,-4.11,3.50,2,14,6,10,0,11,1929,2166,.407,.366,.468,48.4,57.9,6.1,.429,19.4,.259
284,Texas-El Paso,31,21,10,.677,5.93,0.38,11,3,15,2,5,7,2074,1843,.432,.301,.535,53.5,66.1,7.9,.502,17.6,.285
285,Texas-Pan American,30,6,24,.200,-16.70,0.11,4,8,1,15,1807,2173,.421,.237,.479,47.6,51.7,4.5,.432,21.2,.286
286,Texas-San Antonio,28,11,17,.393,-5.76,-3.38,6,10,7,7,2,10,2054,2096,.342,.332,.542,52.1,57.4,10.2,.517,22.1,.225
287,Texas Southern,30,8,22,.267,-18.08,-6.37,6,12,6,5,2,15,2062,2311,.462,.277,.498,48.7,49.4,8.2,.460,21.7,.296
288,Texas State,27,3,24,.111,-14.94,-3.20,1,15,2,11,1,13,1721,2027,.326,.295,.504,48.4,54.8,11.5,.471,21.8,.222
289,Texas Tech,32,15,17,.469,6.31,6.56,6,10,12,4,2,9,2187,2195,.370,.250,.527,46.6,62.2,5.9,.488,17.9,.264
290,Texas,37,30,7,.811,21.89,6.99,13,3,16,1,7,3,2781,2230,.352,.339,.559,57.5,55.8,13.2,.524,16.8,.256
291,Toledo,31,20,11,.645,3.16,-2.14,10,8,14,2,4,8,2151,1980,.374,.354,.554,47.6,51.9,7.7,.524,20.1,.257
292,Towson,28,12,16,.429,-7.63,-2.38,8,10,7,6,5,8,1952,2099,.343,.347,.536,48.9,62.1,6.9,.504,18.9,.240
293,Troy,29,14,15,.483,-2.25,-3.09,6,9,9,4,2,10,2166,2040,.220,.533,.545,47.1,58.8,11.3,.524,15.6,.154
294,Tulane,29,12,17,.414,-5.44,-0.67,6,8,7,4,2,11,1833,1924,.450,.249,.521,51.9,61.9,13.3,.481,23.4,.303
295,Tulsa,28,11,17,.393,-4.66,-0.07,6,8,8,5,3,11,1714,1833,.416,.318,.516,50.9,57.4,10.7,.474,23.9,.289
296,UCLA,39,32,7,.821,17.34,8.27,14,4,14,3,8,2,2642,2288,.384,.343,.562,53.6,57.6,8.5,.532,19.5,.266
297,Utah State,32,23,9,.719,7.76,1.79,11,5,14,2,7,6,2307,2070,.298,.338,.590,52.0,64.7,8.0,.565,17.8,.215
298,Utah,29,14,15,.483,3.28,3.39,6,10,10,5,3,8,1879,1865,.377,.331,.556,53.7,58.4,6.3,.530,21.8,.252
299,Valparaiso,29,17,12,.586,-2.47,-4.05,8,8,10,2,5,9,2284,2138,.347,.323,.564,53.0,61.8,7.5,.539,17.4,.236
300,Vanderbilt,30,17,13,.567,10.63,7.53,7,9,10,6,6,6,2104,2011,.306,.381,.559,49.0,61.4,8.6,.534,17.2,.213
301,Vermont,30,13,17,.433,-4.34,-4.07,7,9,8,5,4,12,1936,1944,.415,.320,.517,52.4,59.9,9.3,.482,20.1,.273
302,Villanova,33,28,5,.848,19.51,9.23,14,2,12,1,10,2,2449,2107,.369,.396,.536,50.7,49.8,13.6,.491,14.1,.280
303,Virginia Commonwealth,29,19,10,.655,4.55,-0.53,11,7,13,3,6,7,1964,1811,.312,.379,.538,48.6,51.6,8.3,.505,16.7,.226
304,VMI,27,7,20,.259,-16.22,-6.72,2,14,5,9,2,11,1924,2053,.363,.338,.529,50.3,56.1,5.1,.495,21.5,.250
305,Virginia Tech,30,14,16,.467,8.17,4.67,4,12,10,7,3,8,2060,1955,.355,.256,.522,47.7,50.7,10.2,.496,14.7,.229
306,Virginia,30,15,15,.500,6.71,7.71,7,9,11,3,2,12,2038,2032,.356,.322,.515,53.3,48.4,9.5,.469,18.1,.267
307,Wagner,27,13,14,.481,-7.42,-6.35,6,12,7,6,6,8,1812,1798,.351,.282,.515,53.3,52.0,8.6,.489,18.3,.223
308,Wake Forest,34,17,17,.500,8.16,6.89,3,13,13,6,2,9,2482,2439,.445,.322,.545,54.4,55.3,11.7,.511,19.8,.299
309,Washington State,28,11,17,.393,8.25,7.79,4,14,8,5,2,9,1629,1616,.285,.275,.509,48.4,58.3,12.7,.476,19.8,.204
310,Washington,33,26,7,.788,18.08,5.96,13,5,17,2,6,3,2706,2306,.334,.288,.560,54.3,53.9,7.7,.523,16.9,.250
311,Weber State,27,10,17,.370,-6.19,-1.10,4,10,7,7,3,10,1789,1876,.408,.274,.529,51.2,52.0,5.5,.488,19.0,.287
312,West Virginia,33,22,11,.667,14.51,8.54,11,5,13,2,5,4,2334,2093,.234,.516,.560,42.4,69.0,10.2,.535,12.2,.174
313,Western Carolina,30,13,17,.433,-8.32,-4.62,7,7,9,4,3,10,2048,2013,.389,.391,.541,49.7,52.1,5.0,.508,19.1,.267
314,Western Illinois,28,7,21,.250,-12.02,-3.10,3,13,5,7,1,12,1897,2053,.415,.319,.517,49.7,55.3,6.5,.472,18.8,.293
315,Western Kentucky,31,23,8,.742,5.38,-0.35,12,2,13,2,7,5,2408,2220,.338,.362,.568,53.6,46.9,9.8,.543,20.5,.232
316,Western Michigan,31,14,17,.452,-5.67,0.23,10,8,10,4,3,10,1970,2127,.411,.261,.489,50.6,45.9,5.5,.448,18.4,.273
317,Wichita State,35,26,9,.743,11.45,4.72,14,4,14,2,8,3,2422,2165,.368,.341,.542,54.0,62.2,5.1,.503,16.9,.266
318,William & Mary,28,8,20,.286,-5.67,-0.41,3,15,5,8,3,12,1815,1944,.357,.297,.508,50.5,59.2,4.4,.471,20.0,.247
319,Winthrop,31,23,8,.742,6.28,-4.93,13,3,15,1,7,6,2276,1897,.402,.379,.551,54.0,63.0,9.5,.517,17.7,.278
320,Wisconsin,31,19,12,.613,13.14,7.24,9,7,14,2,2,8,2205,2035,.381,.319,.520,51.2,54.3,8.5,.487,14.6,.253
321,Wofford,29,11,18,.379,-7.90,-2.98,6,9,8,5,2,12,1947,1909,.332,.395,.541,46.5,54.8,6.9,.514,18.1,.224
322,Wright State,28,13,15,.464,-3.59,-1.40,8,8,10,3,3,12,1780,1798,.411,.271,.523,50.8,55.5,4.8,.485,18.4,.280
323,Wyoming,32,14,18,.438,2.15,3.82,5,11,9,8,2,9,2151,2150,.508,.258,.510,52.7,47.6,17.5,.466,20.7,.334
324,Xavier,32,21,11,.656,10.11,1.99,8,8,15,4,5,5,2290,2030,.423,.349,.566,51.8,64.5,13.9,.526,17.0,.306
325,Yale,29,15,14,.517,-7.31,-5.71,7,7,8,3,4,10,1939,1981,.392,.284,.529,51.1,62.2,8.0,.497,21.8,.261
326,Youngstown State,28,7,21,.250,-7.59,-2.33,4,12,5,7,2,14,1908,2008,.307,.366,.527,50.1,53.9,8.1,.495,17.0,.217
