Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
183,Mount St. Mary's,27,7,20,.259,-15.70,-8.24,5,13,3,8,3,11,1765,1936,.312,.373,.508,47.5,53.3,3.6,.480,18.8,.207
184,Murray State,28,17,11,.607,0.30,-3.47,11,5,10,4,6,7,1997,1841,.317,.342,.537,52.7,56.2,7.6,.515,16.2,.205
185,Navy,28,9,19,.321,-12.31,-7.08,5,9,6,7,3,11,1951,2084,.422,.330,.487,53.3,51.1,6.0,.448,21.6,.275
186,Nebraska,28,14,14,.500,9.39,6.39,7,9,10,6,4,7,1905,1790,.398,.353,.515,53.7,57.5,11.0,.481,17.9,.263
187,Nevada-Las Vegas,31,17,14,.548,6.11,5.61,7,7,10,6,6,7,2272,2245,.349,.328,.540,49.9,54.0,9.5,.507,17.8,.244
188,Nevada,32,25,7,.781,9.25,3.02,16,2,13,4,11,2,2225,1974,.454,.186,.529,55.3,60.7,11.9,.482,18.3,.321
189,New Hampshire,28,9,19,.321,-10.06,-3.95,5,13,6,6,3,12,1816,1947,.342,.350,.527,47.9,57.7,7.8,.497,21.0,.231
190,New Mexico State,30,6,24,.200,-9.15,0.75,1,14,3,11,1,11,2024,2265,.326,.362,.520,46.6,49.0,8.2,.492,20.0,.217
191,New Mexico,33,26,7,.788,11.09,1.51,10,4,18,1,5,5,2492,2121,.436,.397,.596,51.6,57.4,11.0,.571,18.0,.296
192,New Orleans,30,13,17,.433,-3.21,0.10,7,8,9,3,3,10,2001,2078,.359,.270,.499,49.7,54.9,5.4,.470,16.1,.228
193,Niagara,30,20,10,.667,3.12,-3.08,13,5,13,0,5,9,2537,2351,.413,.393,.554,54.7,56.8,8.4,.505,14.6,.314
194,Nicholls State,27,6,21,.222,-16.68,-5.64,1,15,6,7,0,14,1936,2119,.356,.392,.506,47.6,54.3,3.2,.462,17.7,.258
195,Norfolk State,27,13,14,.481,-11.27,-11.71,11,7,6,4,7,9,1677,1665,.424,.289,.497,52.0,51.3,10.8,.463,21.8,.267
196,North Carolina-Asheville,28,11,17,.393,-11.02,-4.37,8,8,8,5,3,12,1994,2118,.350,.348,.519,49.1,60.1,11.2,.486,19.1,.239
197,North Carolina A&T,30,6,24,.200,-17.11,-7.67,5,13,5,7,1,14,1936,2219,.346,.374,.466,44.9,49.6,9.2,.436,22.8,.213
198,North Carolina-Greensboro,30,18,12,.600,-7.23,-2.97,9,7,11,2,4,10,2170,2186,.405,.253,.525,47.8,45.4,13.8,.486,20.4,.280
199,North Carolina State,35,21,14,.600,16.16,9.16,7,9,11,6,5,6,2559,2314,.387,.415,.564,48.3,60.7,13.9,.532,16.3,.273
200,North Carolina-Wilmington,29,19,10,.655,-1.55,-3.13,13,5,11,2,7,8,1886,1840,.335,.344,.508,50.8,56.9,3.5,.469,15.6,.239
201,North Carolina,37,33,4,.892,28.42,10.66,14,2,15,0,8,2,3257,2600,.442,.304,.596,55.1,62.6,9.0,.560,18.0,.320
202,North Texas,28,14,14,.500,-4.26,-0.99,6,9,9,7,4,7,2072,2064,.374,.291,.516,50.9,45.1,9.7,.476,18.4,.263
203,Northeastern,31,21,10,.677,0.51,-2.97,15,3,10,2,8,7,2277,2169,.314,.390,.534,45.9,49.8,17.9,.503,16.5,.223
204,Northern Arizona,28,11,17,.393,-6.62,-5.38,4,10,8,4,1,11,2139,2114,.386,.359,.557,50.6,56.0,3.7,.522,18.6,.275
205,Northern Illinois,28,11,17,.393,1.27,2.06,7,11,7,4,3,13,1916,1938,.336,.339,.556,49.5,61.0,12.4,.518,18.8,.252
206,Northern Iowa,32,21,11,.656,10.14,5.31,11,7,13,2,6,7,2311,2127,.318,.336,.569,50.8,58.0,11.8,.545,15.7,.222
207,Northwestern State,33,21,12,.636,-1.67,-2.47,13,3,15,2,6,8,2466,2317,.427,.283,.538,53.7,60.8,8.2,.498,19.6,.299
208,Northwestern,31,15,16,.484,4.32,7.38,6,10,13,5,1,9,1828,1923,.323,.381,.531,45.4,70.3,8.7,.514,19.2,.197
209,Notre Dame,29,17,12,.586,9.39,6.18,9,7,13,5,4,6,1951,1858,.303,.399,.522,49.8,61.8,12.5,.487,15.5,.219
210,Oakland,32,13,19,.406,-2.66,0.86,7,9,6,5,3,13,2269,2352,.372,.329,.534,48.9,58.4,6.4,.505,15.7,.247
211,Ohio State,32,20,12,.625,13.14,6.20,8,8,15,2,2,8,2273,2051,.263,.389,.549,48.8,58.0,5.6,.531,15.4,.173
212,Ohio,32,21,11,.656,5.36,1.80,11,7,13,1,4,9,2288,2174,.479,.331,.556,49.6,48.4,7.7,.516,17.3,.334
213,Oklahoma State,33,26,7,.788,21.40,9.68,11,5,13,1,7,4,2583,2151,.364,.308,.601,54.0,61.0,6.9,.562,17.6,.284
214,Oklahoma,33,25,8,.758,19.96,8.84,12,4,14,1,6,3,2480,2088,.342,.302,.559,53.0,56.3,10.1,.532,17.0,.236
215,Old Dominion,34,28,6,.824,5.97,-2.59,15,3,14,1,11,4,2430,2079,.352,.319,.532,51.4,63.5,11.3,.497,15.5,.246
216,Oral Roberts,33,25,8,.758,5.22,-2.06,13,3,11,1,11,5,2552,2231,.393,.276,.569,53.1,63.5,7.5,.533,17.4,.285
217,Oregon State,32,17,15,.531,2.93,4.02,8,10,12,2,2,11,2328,2363,.389,.279,.538,47.9,53.0,9.6,.497,18.1,.281
218,Oregon,27,14,13,.519,6.46,6.68,6,12,9,5,3,7,1915,1921,.406,.345,.549,51.9,53.4,8.1,.522,19.3,.266
219,Pacific,31,27,4,.871,8.95,1.16,18,0,12,1,13,1,2258,2011,.395,.329,.595,54.6,58.2,9.0,.560,18.4,.293
220,Penn State,30,7,23,.233,-1.86,7.31,1,15,4,10,1,9,1903,2121,.398,.348,.508,51.6,58.5,6.4,.465,20.5,.277
221,Pennsylvania,29,20,9,.690,4.71,-1.98,13,1,12,1,8,7,1982,1788,.405,.356,.526,53.2,61.4,9.1,.494,19.6,.267
222,Pepperdine,31,17,14,.548,1.68,1.51,6,8,9,3,3,8,2324,2300,.396,.319,.532,49.6,51.9,8.9,.501,16.9,.262
223,Pittsburgh,29,20,9,.690,14.53,5.73,10,6,13,4,6,3,2097,1842,.432,.295,.555,56.3,59.5,10.9,.527,18.3,.285
224,Portland State,28,19,9,.679,-4.61,-8.19,11,3,13,2,6,7,2047,1921,.517,.304,.571,51.1,66.5,10.8,.544,21.4,.334
225,Portland,30,15,15,.500,0.81,0.54,4,10,8,5,5,8,2069,2042,.417,.301,.539,48.2,53.0,8.4,.501,18.5,.288
226,Prairie View,28,5,23,.179,-24.74,-9.88,5,13,2,9,3,13,1594,2010,.330,.281,.436,43.7,39.8,5.3,.408,21.3,.192
227,Princeton,28,15,13,.536,-0.86,-1.90,6,8,8,3,5,10,1576,1521,.423,.492,.587,46.6,65.7,16.0,.547,22.1,.316
228,Providence,31,14,17,.452,10.04,8.87,4,12,9,8,4,6,2308,2242,.302,.321,.545,49.6,60.3,14.9,.516,18.3,.214
229,Purdue,28,7,21,.250,5.93,11.07,3,13,6,9,0,10,1762,1906,.338,.296,.500,50.2,56.1,8.3,.465,19.0,.230
230,Quinnipiac,27,10,17,.370,-14.55,-7.47,6,12,7,5,3,12,2021,2131,.353,.376,.545,48.9,57.7,6.4,.508,18.7,.258
231,Radford,28,12,16,.429,-12.94,-7.81,7,9,7,5,4,10,1943,2011,.338,.297,.514,48.2,46.3,7.2,.477,17.0,.239
232,Rhode Island,28,6,22,.214,-5.69,0.52,4,12,5,9,1,12,1620,1794,.344,.311,.455,53.1,52.6,9.9,.418,18.4,.223
233,Rice,31,19,12,.613,6.21,3.07,12,6,13,3,5,8,2301,2170,.364,.236,.556,50.9,58.1,9.3,.520,17.9,.264
234,Richmond,29,14,15,.483,0.48,3.06,8,8,8,4,4,10,1934,2009,.373,.307,.525,47.4,59.7,10.2,.500,18.1,.237
235,Rider,30,19,11,.633,-1.91,-4.33,13,5,8,3,8,6,2248,2157,.315,.373,.545,49.7,58.1,7.8,.508,15.1,.238
236,Robert Morris,29,14,15,.483,-9.88,-7.13,11,7,7,6,6,9,2018,2035,.361,.357,.547,47.2,52.5,7.0,.515,17.4,.252
237,Rutgers,29,10,19,.345,3.32,8.75,2,14,7,8,2,10,1883,2026,.304,.323,.496,46.9,56.5,8.1,.460,14.9,.215
238,Sacramento State,28,12,16,.429,-11.33,-5.08,8,6,10,4,2,12,1934,2040,.377,.344,.484,48.1,51.1,7.7,.443,17.6,.255
239,Sacred Heart,27,4,23,.148,-16.74,-7.37,3,15,3,8,1,15,1756,2009,.359,.270,.502,49.9,50.8,6.3,.474,22.0,.227
240,Saint Francis (PA),28,15,13,.536,-9.55,-7.55,10,8,11,2,4,11,1947,1975,.327,.280,.561,49.6,64.3,6.2,.528,18.9,.241
241,Saint Joseph's,36,24,12,.667,7.77,3.32,14,2,12,1,7,7,2294,2110,.440,.419,.536,52.1,67.9,17.9,.503,19.1,.290
242,Saint Louis,30,9,21,.300,0.67,5.04,6,10,5,10,3,9,1693,1824,.338,.280,.485,49.2,62.0,5.2,.450,18.6,.226
243,Saint Mary's (CA),34,25,9,.735,6.68,2.40,11,3,15,1,9,4,2373,2178,.420,.369,.544,53.0,47.9,9.9,.501,19.9,.304
244,Saint Peter's,28,15,13,.536,-2.94,-4.26,10,8,9,2,5,10,2200,2163,.354,.354,.519,48.4,52.4,6.1,.484,15.2,.245
245,Sam Houston State,30,18,12,.600,-2.14,-3.87,11,5,12,2,5,8,2210,2018,.425,.303,.536,52.1,68.3,12.6,.511,20.4,.266
246,Samford,28,15,13,.536,-5.00,-5.42,10,6,10,3,4,10,1804,1740,.356,.482,.630,45.0,58.8,4.4,.604,19.6,.266
247,San Diego State,29,11,18,.379,1.06,5.61,4,10,7,9,3,8,1989,2062,.386,.304,.516,48.2,49.7,7.6,.477,17.7,.268
248,San Diego,29,16,13,.552,2.88,2.25,7,7,11,3,4,8,2222,2130,.383,.318,.576,51.5,60.4,6.0,.537,20.5,.288
249,San Francisco,31,17,14,.548,2.30,3.33,6,8,12,4,4,9,2138,2136,.328,.353,.499,47.8,48.1,6.1,.464,16.1,.226
250,San Jose State,29,6,23,.207,-7.69,2.41,3,15,5,9,1,13,1769,2062,.237,.327,.490,45.5,54.8,4.0,.459,17.7,.172
251,Santa Clara,31,15,16,.484,2.58,2.18,7,7,8,7,4,9,2308,2283,.379,.333,.520,50.6,56.9,4.9,.477,16.1,.273
252,Savannah State,28,0,28,.000,-31.18,-7.93,0,12,0,15,1623,2274,.355,.288,.421,46.2,37.1,8.2,.389,22.3,.205
253,Seton Hall,28,12,16,.429,5.01,6.04,4,12,9,7,3,8,1756,1785,.302,.266,.485,52.1,55.2,8.3,.447,17.9,.215
254,Siena,30,6,24,.200,-11.40,-2.47,4,14,3,10,3,10,1922,2190,.340,.353,.469,49.6,53.8,5.3,.426,18.5,.238
255,South Alabama,28,10,18,.357,-5.87,0.09,6,9,7,7,3,10,1744,1849,.412,.420,.521,47.7,52.9,10.3,.490,21.3,.266
256,South Carolina State,31,19,12,.613,-5.03,-10.93,11,7,6,3,9,6,2086,1903,.439,.286,.538,54.2,48.6,5.8,.497,21.7,.308
257,South Carolina,33,20,13,.606,11.82,7.85,7,9,16,3,1,9,2263,2132,.349,.261,.527,49.9,51.4,10.4,.507,16.4,.214
258,South Florida,30,14,16,.467,2.79,2.03,5,11,8,5,2,10,2029,1996,.417,.304,.535,49.9,55.9,9.7,.496,19.7,.291
259,Southeast Missouri State,29,15,14,.517,-3.02,-3.78,9,7,10,4,5,9,2042,1972,.337,.321,.556,48.4,56.6,11.1,.528,17.3,.235
260,Southeastern Louisiana,33,24,9,.727,-0.86,-5.22,13,3,13,1,8,6,2085,1842,.402,.227,.527,50.2,50.5,9.5,.498,19.1,.260
261,Southern California,29,12,17,.414,4.53,6.91,5,13,7,7,2,10,2159,2228,.293,.353,.526,50.3,54.0,6.5,.512,19.1,.175
262,Southern Illinois,35,27,8,.771,11.53,5.12,15,3,15,0,8,6,2365,2123,.270,.283,.536,50.3,53.4,7.2,.503,17.0,.202
263,Southern Methodist,28,14,14,.500,3.59,2.11,9,9,10,4,4,9,1946,1891,.352,.211,.524,50.8,52.4,8.0,.488,17.7,.246
264,Southern Mississippi,28,11,17,.393,-4.80,1.52,2,14,7,6,1,9,1897,1981,.402,.279,.528,50.5,50.5,3.3,.482,17.6,.294
265,Southern Utah,28,13,15,.464,-9.34,-4.07,6,10,10,3,3,11,1954,2047,.296,.338,.541,46.0,62.4,5.8,.522,17.7,.189
266,Southern,29,14,15,.483,-15.53,-13.38,10,8,11,2,2,12,1877,1909,.374,.292,.481,51.1,52.3,7.7,.449,21.2,.235
267,St. Bonaventure,28,2,26,.071,-15.69,0.38,1,15,1,11,0,12,1718,2168,.313,.300,.469,46.6,55.1,3.8,.436,19.0,.204
268,St. Francis (NY),28,13,15,.464,-8.77,-8.66,9,9,8,4,5,11,1961,1964,.362,.378,.539,45.5,56.4,11.8,.517,18.9,.230
269,St. John's (NY),27,9,18,.333,4.98,7.42,3,13,9,7,0,11,1738,1804,.327,.238,.500,51.3,51.2,9.7,.467,20.4,.219
270,Stanford,31,18,13,.581,9.10,8.13,11,7,10,2,5,5,2173,2134,.382,.204,.517,50.4,48.2,6.1,.470,17.1,.282
271,Stephen F. Austin,27,12,15,.444,-10.15,-7.54,6,10,8,5,3,9,1751,1676,.362,.238,.520,53.4,49.9,4.0,.480,19.6,.258
272,Stetson,27,10,17,.370,-12.96,-6.23,8,12,6,5,4,12,1791,1954,.382,.257,.507,50.5,45.2,4.4,.464,19.4,.270
273,Stony Brook,29,12,17,.414,-8.59,-4.66,6,12,8,5,3,11,1793,1907,.354,.295,.495,49.7,49.3,6.6,.454,18.3,.250
274,Syracuse,34,27,7,.794,15.95,6.83,11,5,16,2,6,3,2548,2197,.383,.255,.551,52.8,55.5,10.8,.524,16.9,.256
275,Temple,30,16,14,.533,6.68,4.31,11,5,8,5,6,7,1914,1843,.351,.389,.479,50.0,44.0,9.0,.442,12.2,.233
276,Tennessee-Martin,27,6,21,.222,-15.30,-3.38,3,13,3,7,3,11,1814,2066,.400,.266,.495,48.2,47.3,6.6,.455,18.9,.268
277,Tennessee State,31,14,17,.452,-4.50,-1.25,9,7,10,2,2,15,2337,2420,.324,.346,.538,50.0,55.8,11.2,.509,18.7,.223
278,Tennessee Tech,29,18,11,.621,-2.86,-5.01,12,4,13,0,4,9,2150,1996,.402,.310,.555,53.7,55.0,9.1,.517,20.5,.287
279,Tennessee,31,14,17,.452,8.47,8.37,6,10,10,6,2,8,2138,2135,.338,.345,.549,49.6,54.9,8.9,.521,18.3,.233
280,Texas A&M-Corpus Christi,28,20,8,.714,-0.08,-5.48,12,2,8,6,2102,1818,.344,.270,.582,54.3,66.9,11.4,.548,20.3,.258
281,Texas A&M,31,21,10,.677,13.15,5.19,8,8,17,3,4,6,2282,1970,.469,.309,.578,52.8,64.6,9.6,.547,18.2,.320
282,Texas-Arlington,28,13,15,.464,-9.37,-4.24,7,9,9,5,4,10,1973,2053,.464,.324,.561,50.5,54.6,9.7,.524,23.4,.323
283,Texas Christian,35,21,14,.600,5.43,3.54,8,8,14,3,5,10,2463,2385,.433,.393,.507,49.1,55.0,5.3,.483,17.3,.257
284,Texas-El Paso,35,27,8,.771,9.61,0.91,14,4,16,2,7,4,2616,2278,.391,.292,.564,51.1,64.3,7.5,.514,15.7,.310
285,Texas-Pan American,28,12,16,.429,-9.21,-1.61,11,3,1,13,1915,2009,.432,.379,.522,52.4,55.5,7.8,.478,20.7,.303
286,Texas-San Antonio,28,15,13,.536,-4.37,-3.93,10,6,10,4,5,9,2126,2067,.412,.236,.524,53.0,54.8,9.5,.500,20.1,.254
287,Texas Southern,26,11,15,.423,-16.79,-13.23,9,9,7,5,4,10,1711,1785,.449,.294,.497,52.5,52.2,8.1,.456,20.7,.295
288,Texas State,28,14,14,.500,-9.75,-5.52,8,8,10,3,4,11,1914,1936,.383,.330,.544,49.5,50.6,5.8,.507,19.4,.271
289,Texas Tech,33,22,11,.667,16.24,9.11,10,6,13,2,5,5,2535,2287,.356,.187,.554,49.6,59.3,7.7,.513,15.8,.269
290,Texas,31,20,11,.645,15.49,7.56,9,7,14,2,4,6,2384,2124,.408,.350,.558,53.4,49.8,11.5,.524,17.0,.285
291,Toledo,29,16,13,.552,4.82,3.18,11,7,11,1,3,10,2055,1990,.341,.348,.544,47.2,56.3,7.5,.512,17.9,.240
292,Towson,29,5,24,.172,-11.43,-3.43,2,16,3,10,1,13,1803,2035,.359,.360,.485,48.9,60.6,8.8,.450,18.7,.236
293,Troy,30,12,18,.400,-10.80,-6.42,10,10,6,5,5,9,2244,2324,.247,.499,.543,42.4,59.3,9.2,.523,15.8,.168
294,Tulane,28,10,18,.357,-6.78,0.55,4,12,8,5,1,10,1864,2039,.318,.339,.519,50.4,63.5,11.2,.483,21.3,.229
295,Tulsa,29,9,20,.310,0.76,1.66,5,13,8,8,1,10,2070,2096,.339,.277,.526,48.5,54.3,13.5,.494,18.4,.234
296,UCLA,29,18,11,.621,9.16,7.09,11,7,12,3,6,5,2138,2078,.383,.325,.547,52.9,55.7,6.6,.508,19.4,.276
297,Utah State,32,24,8,.750,12.75,-1.47,13,5,14,1,6,5,2315,1848,.382,.292,.604,55.4,64.5,8.0,.582,17.3,.264
298,Utah,35,29,6,.829,14.01,4.54,13,1,16,0,7,3,2379,2005,.472,.291,.597,59.1,61.6,8.1,.562,20.4,.338
299,Valparaiso,31,15,16,.484,-3.33,-0.19,10,6,8,4,5,9,2178,2265,.379,.300,.556,51.7,62.3,3.3,.517,19.7,.278
300,Vanderbilt,34,20,14,.588,13.53,7.30,8,8,17,2,3,8,2420,2208,.299,.451,.571,49.9,62.8,10.1,.551,18.9,.203
301,Vermont,32,25,7,.781,7.80,-1.95,16,2,13,0,10,6,2299,1987,.314,.406,.540,53.7,61.2,5.0,.507,15.3,.227
302,Villanova,32,24,8,.750,19.06,8.43,11,5,14,2,5,3,2336,1996,.376,.340,.539,52.9,48.1,14.7,.496,16.0,.277
303,Virginia Commonwealth,32,19,13,.594,2.01,-1.52,13,5,13,5,6,8,2240,2127,.354,.342,.531,49.1,53.4,11.1,.498,16.5,.245
304,VMI,27,9,18,.333,-17.19,-8.15,3,13,6,7,3,11,1748,1893,.359,.277,.508,48.5,48.9,6.1,.473,21.4,.241
305,Virginia Tech,30,16,14,.533,5.63,5.79,8,8,13,3,3,9,2056,2061,.341,.271,.502,47.6,52.8,11.0,.474,16.4,.219
306,Virginia,29,14,15,.483,7.49,10.62,4,12,10,5,2,9,2112,2203,.362,.329,.519,48.6,48.9,9.0,.484,16.5,.249
307,Wagner,30,13,17,.433,-9.87,-6.94,10,8,6,6,7,11,1862,1950,.338,.287,.493,53.7,52.0,8.1,.468,18.7,.208
308,Wake Forest,33,27,6,.818,20.24,10.27,13,3,16,0,8,4,2801,2441,.461,.320,.584,54.9,55.0,8.8,.555,17.0,.315
309,Washington State,28,12,16,.429,6.39,7.39,7,11,5,5,5,9,1566,1594,.266,.349,.480,47.0,61.7,9.0,.459,19.4,.165
310,Washington,35,29,6,.829,19.77,7.66,14,4,15,0,6,5,3026,2596,.339,.295,.574,52.8,59.9,5.4,.542,16.0,.249
311,Weber State,30,14,16,.467,-7.58,-5.62,7,7,10,3,4,12,1957,2000,.338,.303,.528,53.5,57.2,4.1,.490,18.2,.246
312,West Virginia,35,24,11,.686,11.76,7.62,8,8,11,3,6,5,2501,2356,.311,.459,.564,47.0,66.6,12.4,.532,15.8,.231
313,Western Carolina,30,8,22,.267,-12.91,-2.54,3,13,7,6,1,13,2094,2259,.342,.312,.495,49.0,55.0,10.9,.469,20.3,.213
314,Western Illinois,28,11,17,.393,-5.78,-1.58,7,9,9,4,2,12,1879,1921,.417,.322,.546,50.4,56.3,7.0,.515,20.6,.280
315,Western Kentucky,31,22,9,.710,5.01,-0.49,9,5,15,1,6,7,2388,2207,.312,.346,.554,50.1,50.1,9.9,.526,16.3,.222
316,Western Michigan,33,20,13,.606,7.23,2.01,11,7,10,3,9,7,2407,2217,.394,.352,.533,53.9,52.1,4.3,.494,16.4,.279
317,Wichita State,32,22,10,.688,9.61,4.36,12,6,13,3,8,6,2300,2132,.452,.370,.576,55.0,64.9,7.3,.537,18.4,.324
318,William & Mary,29,8,21,.276,-12.10,-2.13,3,15,6,8,1,12,1880,2129,.437,.323,.513,50.6,59.7,7.3,.461,21.7,.317
319,Winthrop,33,27,6,.818,0.48,-6.65,15,1,16,0,9,4,2245,1961,.421,.350,.543,52.4,62.2,11.2,.509,18.5,.285
320,Wisconsin,34,25,9,.735,16.76,9.61,11,5,15,1,5,6,2290,2047,.383,.358,.542,52.7,56.3,5.4,.510,15.7,.259
321,Wofford,28,14,14,.500,-6.42,-3.76,7,9,10,3,4,10,2040,1961,.367,.333,.541,48.0,59.4,5.8,.517,17.5,.235
322,Wright State,30,15,15,.500,-0.32,0.35,8,8,11,4,4,10,1918,1938,.411,.250,.541,53.1,50.4,4.5,.509,19.0,.275
323,Wyoming,28,15,13,.536,3.91,3.91,7,7,11,3,3,8,1986,1986,.444,.305,.530,53.3,49.0,13.4,.494,19.6,.297
324,Xavier,29,17,12,.586,6.96,1.90,10,6,13,5,4,7,2033,1886,.397,.394,.562,52.3,63.6,10.1,.523,18.2,.291
325,Yale,27,11,16,.407,-5.45,-2.82,7,7,7,4,3,10,1831,1902,.406,.256,.514,49.4,57.1,7.0,.480,18.2,.267
326,Youngstown State,28,5,23,.179,-14.41,-0.72,2,14,5,10,0,12,1681,2005,.383,.302,.493,46.3,49.6,11.1,.458,20.6,.250
