Rk,School,G,W,L,W-L%,SRS,SOS,W,L,W,L,W,L,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
121,Illinois,39,37,2,.949,24.10,8.47,15,1,15,0,9,1,3002,2382,.288,.388,.585,52.3,66.6,8.9,.560,14.4,.210
122,Indiana State,31,11,20,.355,0.60,4.44,5,13,10,4,0,12,1890,2009,.390,.306,.491,47.9,57.0,4.7,.446,17.4,.273
123,Indiana,29,15,14,.517,10.18,10.01,10,6,12,4,2,8,1850,1845,.391,.345,.525,47.9,53.7,13.3,.483,17.7,.279
124,Iona,31,15,16,.484,-3.11,-3.43,9,9,9,4,3,11,2221,2211,.415,.239,.531,50.1,58.4,14.0,.489,18.7,.293
125,Iowa State,31,19,12,.613,11.37,8.40,9,7,13,3,4,7,2112,2005,.352,.216,.504,49.6,56.6,8.5,.469,16.3,.240
126,Iowa,33,21,12,.636,14.97,9.34,7,9,13,3,3,6,2407,2221,.407,.305,.551,50.9,59.6,13.7,.517,18.1,.281
127,IPFW,29,7,22,.241,-11.58,-1.78,6,5,0,16,1789,2046,.326,.365,.500,49.3,53.1,10.8,.472,20.4,.210
128,IUPUI,29,16,13,.552,-0.53,-2.12,9,7,9,4,5,8,2068,1991,.318,.392,.540,49.7,56.6,8.1,.511,14.6,.221
129,Jackson State,32,15,17,.469,-15.63,-10.75,10,8,9,5,5,9,2058,2196,.343,.273,.461,48.6,51.4,10.1,.420,20.3,.233
130,Jacksonville State,29,7,22,.241,-12.85,-4.93,2,14,6,6,0,13,2013,2178,.360,.315,.540,49.0,53.9,9.6,.503,18.9,.259
131,Jacksonville,29,16,13,.552,-13.98,-9.50,11,9,9,5,6,7,2049,2159,.409,.284,.536,47.7,55.0,14.1,.508,21.7,.264
132,James Madison,28,6,22,.214,-14.41,-2.22,3,15,4,9,2,12,1695,2022,.397,.285,.492,48.4,50.2,9.7,.455,22.1,.260
133,Kansas State,29,17,12,.586,9.98,7.72,6,10,13,5,2,6,2003,1911,.371,.273,.525,51.5,64.7,5.3,.490,16.0,.254
134,Kansas,30,23,7,.767,20.68,10.85,12,4,15,1,6,4,2251,1956,.385,.320,.565,52.4,61.8,10.0,.534,18.0,.268
135,Kent State,33,20,13,.606,5.43,2.75,11,7,12,2,5,10,2322,2209,.328,.360,.537,50.8,60.6,4.8,.508,17.6,.225
136,Kentucky,34,28,6,.824,19.16,8.10,14,2,14,1,7,3,2503,2127,.375,.327,.548,50.9,56.5,11.3,.521,16.4,.249
137,La Salle,29,10,19,.345,-4.39,1.16,5,11,4,7,5,10,1817,1978,.333,.428,.515,44.6,59.3,7.1,.475,18.4,.242
138,Lafayette,28,9,19,.321,-11.65,-2.91,5,9,7,6,2,13,1879,2098,.368,.399,.510,48.3,54.8,9.1,.464,21.4,.270
139,Lamar,29,18,11,.621,-2.19,-4.39,9,7,12,4,6,7,2338,2167,.435,.306,.529,49.6,54.7,10.5,.492,17.1,.293
140,Lehigh,29,14,15,.483,-6.73,-6.77,7,7,8,5,5,10,1783,1756,.400,.357,.495,49.8,64.7,6.5,.447,18.3,.283
141,Liberty,28,13,15,.464,-12.82,-6.01,11,5,8,5,5,10,1902,2082,.405,.318,.499,49.7,52.3,7.8,.465,19.1,.260
142,Lipscomb,28,16,12,.571,-12.11,-10.49,11,9,12,2,4,9,1939,1936,.367,.378,.525,53.1,54.1,6.6,.496,19.6,.241
143,Long Beach State,30,10,20,.333,-6.20,-0.13,7,11,8,5,1,13,1820,1990,.320,.313,.494,50.1,50.8,8.2,.464,21.0,.211
144,Long Island University,29,14,15,.483,-12.31,-7.92,10,8,10,3,4,11,1955,2068,.362,.363,.512,49.3,54.5,6.6,.480,19.5,.239
145,Louisiana-Lafayette,31,20,11,.645,5.71,1.91,11,4,11,1,5,9,2239,2109,.363,.334,.530,52.2,46.6,7.1,.502,18.7,.239
146,Louisiana-Monroe,27,8,19,.296,-13.52,-4.81,2,14,6,7,2,12,1751,1895,.357,.294,.505,50.5,53.4,8.0,.478,20.6,.226
147,Louisiana State,30,20,10,.667,11.60,7.77,12,4,14,1,4,6,2257,2142,.405,.338,.560,53.3,57.0,11.3,.520,16.9,.296
148,Louisiana Tech,29,14,15,.483,1.06,1.24,9,9,8,4,5,9,2040,2045,.377,.273,.510,51.9,60.2,6.5,.485,18.1,.234
149,Louisville,38,33,5,.868,22.57,6.18,14,2,15,2,10,1,3066,2436,.436,.418,.586,54.1,58.4,11.8,.550,17.2,.315
150,Loyola (IL),30,13,17,.433,-1.70,0.99,8,8,7,6,5,11,2018,2081,.350,.335,.536,47.1,51.5,10.3,.504,20.0,.242
151,Loyola Marymount,28,11,17,.393,-1.17,2.87,3,11,6,6,4,10,1899,1976,.296,.260,.494,48.0,61.7,6.7,.455,16.7,.217
152,Loyola (MD),28,6,22,.214,-14.01,-4.41,5,13,5,8,1,12,1846,2115,.424,.244,.497,50.3,52.1,6.6,.456,21.2,.282
153,Maine,29,14,15,.483,-7.04,-4.21,8,10,7,4,6,9,1844,1886,.291,.350,.512,51.6,53.6,11.3,.479,22.5,.208
154,Manhattan,29,15,14,.517,-1.12,-2.41,9,9,11,2,3,11,2118,2037,.385,.278,.526,48.3,50.1,12.2,.490,15.1,.264
155,Marist,28,11,17,.393,-7.02,-4.30,8,10,7,6,4,11,1961,2037,.360,.393,.546,48.7,63.0,6.9,.517,17.6,.244
156,Marquette,31,19,12,.613,6.60,4.73,7,9,15,6,4,5,2080,2008,.388,.401,.537,54.3,61.1,9.0,.498,19.0,.276
157,Marshall,28,6,22,.214,-3.50,3.61,3,15,4,8,1,13,1869,2068,.371,.392,.522,48.7,53.6,9.3,.482,18.8,.263
158,Maryland-Baltimore County,29,11,18,.379,-11.66,-5.48,5,13,8,5,2,12,1777,1924,.347,.295,.474,49.8,59.8,7.4,.443,17.1,.218
159,Maryland-Eastern Shore,28,2,26,.071,-33.10,-10.03,1,17,1,11,1,14,1581,2227,.391,.350,.461,47.1,49.7,6.3,.427,26.9,.238
160,Maryland,32,19,13,.594,13.76,7.89,7,9,15,4,2,7,2620,2432,.394,.259,.527,52.0,54.2,12.9,.482,17.3,.287
161,Massachusetts,28,16,12,.571,0.12,1.51,9,7,12,5,4,6,1802,1841,.353,.333,.519,49.7,64.3,14.7,.487,20.2,.238
162,McNeese State,28,13,15,.464,-8.40,-4.28,8,8,10,4,3,11,2090,2070,.372,.298,.527,50.7,52.6,7.2,.492,19.9,.257
163,Memphis,38,22,16,.579,11.30,5.40,9,7,16,7,5,5,2714,2490,.440,.349,.525,52.0,50.4,14.7,.484,18.0,.301
164,Mercer,28,16,12,.571,-8.54,-9.77,11,9,10,4,6,7,2242,2173,.346,.369,.538,50.3,59.3,7.9,.513,17.8,.227
165,Miami (FL),29,16,13,.552,9.53,7.78,7,9,11,6,5,6,2071,2020,.296,.317,.514,52.8,44.3,11.5,.486,15.8,.199
166,Miami (OH),30,19,11,.633,7.72,3.62,12,6,13,2,5,8,1970,1838,.353,.359,.549,54.9,55.4,6.9,.521,18.9,.240
167,Michigan State,33,26,7,.788,20.47,7.41,13,3,14,1,6,4,2590,2159,.373,.328,.587,55.2,61.8,6.9,.546,17.1,.290
168,Michigan,31,13,18,.419,4.79,7.12,4,12,11,7,2,9,1911,1983,.334,.322,.529,49.1,54.9,12.7,.493,21.3,.241
169,Middle Tennessee,31,19,12,.613,2.29,-1.43,7,7,11,3,5,7,2212,2028,.383,.319,.530,53.9,46.5,5.8,.492,17.7,.268
170,Milwaukee,32,26,6,.813,10.41,1.44,14,2,13,1,11,3,2400,2059,.364,.395,.550,50.7,54.2,10.1,.517,16.8,.256
171,Minnesota,32,21,11,.656,12.06,6.96,10,6,14,3,5,4,2175,2012,.384,.285,.539,52.0,58.8,11.9,.501,20.5,.271
172,Mississippi State,34,23,11,.676,12.55,6.05,9,7,11,2,5,5,2466,2245,.404,.301,.528,55.8,54.6,8.3,.495,17.9,.269
173,Mississippi Valley State,28,13,15,.464,-10.87,-11.95,11,7,8,2,4,11,1875,1845,.259,.377,.495,49.4,47.8,13.0,.468,17.4,.176
174,Mississippi,31,14,17,.452,5.43,5.72,4,12,8,6,3,8,1979,1988,.290,.351,.527,49.1,61.6,5.9,.511,19.0,.176
175,Missouri-Kansas City,28,16,12,.571,-3.35,-2.68,12,4,9,4,7,7,2060,2023,.375,.353,.547,48.8,55.8,7.8,.515,16.3,.259
176,Missouri State,32,19,13,.594,9.89,4.51,10,8,13,4,4,8,2339,2167,.450,.243,.540,54.3,58.6,9.0,.490,18.3,.330
177,Missouri,33,16,17,.485,7.30,9.24,7,9,14,5,1,8,2124,2188,.394,.396,.509,50.8,56.7,6.8,.470,18.8,.269
178,Monmouth,29,16,13,.552,-6.58,-7.03,14,4,9,5,7,8,1845,1832,.386,.402,.552,46.6,66.5,8.1,.505,19.4,.298
179,Montana State,28,14,14,.500,-6.73,-4.77,9,5,11,3,3,9,1893,1888,.284,.413,.529,47.6,56.9,12.6,.505,19.4,.189
180,Montana,31,18,13,.581,-3.63,-3.49,9,5,12,2,4,10,2152,2132,.460,.320,.550,52.6,57.7,8.5,.514,21.5,.311
181,Morehead State,27,11,16,.407,-14.37,-4.54,5,11,7,6,3,10,1706,1885,.386,.277,.549,47.9,62.4,5.0,.503,22.6,.294
182,Morgan State,30,14,16,.467,-13.15,-10.92,11,7,10,1,3,12,1962,2029,.337,.280,.498,48.9,54.3,5.5,.474,19.9,.208
